3.294239999999999924e+01,1.102759999999999962e+02,2.279710000000000036e+01,2.966079999999999828e+01,3.199630000000000152e+01,2.945820000000000149e+01,4.224470000000000308e-02,2.230410000000000031e-02,6.266779999999999573e-03,1.707190000000000096e-02,2.334100000000000064e-02,1.244890000000000016e-03,4.522700000000000331e-02,-1.000000000000000000e+00
5.129369999999999763e+00,1.315169999999999995e+01,1.300249999999999906e+00,4.221230000000000260e+00,1.119469999999999921e+01,7.153349999999999653e+00,2.428769999999999887e-02,1.456769999999999940e-02,2.754629999999999926e-02,2.002659999999999996e-01,5.500519999999999715e-02,9.530819999999999570e-02,0.000000000000000000e+00,-1.000000000000000000e+00
3.172299999999999898e+01,1.017660000000000053e+02,3.404019999999999868e+01,2.955770000000000053e+01,5.172990000000000421e+00,1.112190000000000012e+01,4.883750000000000036e-01,1.724580000000000002e-01,1.125359999999999971e-01,2.610979999999999968e-01,1.601809999999999956e+00,2.444170000000000176e+00,1.039140000000000064e-01,-1.000000000000000000e+00
1.059999999999999964e+01,6.897419999999999618e+01,1.591600000000000037e+01,2.129680000000000106e+01,6.729219999999999757e+00,5.314370000000000260e+00,2.900240000000000110e-02,3.362009999999999998e-02,6.793509999999999827e-02,2.612030000000000185e-01,1.021439999999999904e+00,1.502199999999999980e+00,7.179790000000000338e-01,-1.000000000000000000e+00
1.103240000000000087e+01,5.189849999999999852e+01,9.877639999999999532e+00,9.672349999999999781e+00,1.369650000000000034e+01,8.721149999999999736e+00,1.234679999999999944e-01,4.162190000000000334e-02,6.836180000000000034e-02,6.377140000000000586e-02,5.324529999999999541e-01,4.327420000000000155e-01,3.392030000000000045e-02,-1.000000000000000000e+00
2.383850000000000136e-01,4.019960000000000200e+00,9.566409999999999636e-01,2.982289999999999885e+00,9.706329999999999680e-01,2.025980000000000003e-01,4.165089999999999765e-02,2.945060000000000212e-03,1.446180000000000035e-03,1.767960000000000018e-02,3.614579999999999876e-02,5.939520000000000216e-02,0.000000000000000000e+00,-1.000000000000000000e+00
9.507090000000000263e-01,1.354780000000000051e+01,1.645019999999999927e+00,1.900369999999999893e+00,1.513449999999999962e+00,6.498059999999999947e-01,6.704219999999999624e-02,3.277720000000000026e-03,2.235559999999999978e-02,2.199820000000000109e-01,1.036460000000000020e-01,2.063329999999999886e-01,1.130669999999999939e-02,-1.000000000000000000e+00
1.174639999999999906e+00,1.076290000000000013e+01,2.184400000000000119e+00,1.078270000000000017e+01,8.531220000000000470e-01,1.776100000000000012e+00,4.114890000000000171e-04,1.530740000000000052e-02,2.140910000000000209e-03,7.466360000000000011e-03,2.613510000000000139e-02,3.708079999999999710e-02,1.130669999999999939e-02,-1.000000000000000000e+00
7.301290000000000280e-01,8.313420000000000698e+00,1.883720000000000117e-01,1.902949999999999919e+00,1.020410000000000067e-02,1.661469999999999891e-01,3.065599999999999922e-02,2.031470000000000064e-03,0.000000000000000000e+00,3.461179999999999899e-03,4.454049999999999676e-02,1.321589999999999918e-02,0.000000000000000000e+00,-1.000000000000000000e+00
4.860780000000000101e+00,2.842340000000000089e+01,1.100680000000000014e+01,7.135390000000000121e+00,4.835090000000000110e+00,2.659479999999999844e+00,4.741930000000000103e-03,2.755760000000000154e-02,8.677080000000000209e-03,1.880329999999999849e-02,1.805889999999999995e-01,3.209480000000000111e-01,1.130669999999999939e-02,-1.000000000000000000e+00
4.696060000000000123e+00,3.568070000000000164e+01,9.308009999999999451e+00,1.995619999999999905e+01,6.615630000000000344e+00,2.099600000000000133e+00,5.040440000000000198e-02,1.023769999999999958e-01,1.106079999999999980e-01,8.743680000000000202e-03,6.539159999999999417e-02,3.059509999999999730e-01,9.691500000000000462e-03,-1.000000000000000000e+00
5.596969999999999779e+00,4.336639999999999873e+01,7.042419999999999902e+00,6.934070000000000178e+00,2.108550000000000146e+00,9.301479999999999748e-01,4.581249999999999906e-02,9.833170000000000452e-04,1.527489999999999924e-02,9.899130000000000429e-02,4.308719999999999772e-01,3.901040000000000063e-01,3.392030000000000045e-02,-1.000000000000000000e+00
1.897149999999999892e+00,2.585689999999999955e+01,2.330779999999999852e+00,6.675869999999999749e+00,2.492410000000000014e+00,2.537999999999999812e+00,1.399880000000000013e-01,7.429510000000000280e-03,1.508019999999999916e-01,4.349419999999999675e-02,4.644199999999999995e-01,4.842529999999999890e-01,1.130669999999999939e-02,-1.000000000000000000e+00
3.352889999999999926e+00,1.823560000000000159e+01,4.062570000000000014e+00,4.151390000000000136e+00,9.285080000000000666e+00,4.494430000000000369e+00,1.063469999999999971e-01,3.028700000000000142e-02,3.343430000000000013e-02,2.910840000000000094e-01,6.804569999999999785e-01,3.946000000000000063e-01,3.230500000000000038e-02,-1.000000000000000000e+00
7.792089999999999961e+00,8.384520000000000550e+01,1.234050000000000047e+01,1.247279999999999944e+01,1.848100000000000165e+01,1.045100000000000051e+01,2.880480000000000262e-01,7.285300000000000109e-02,1.573140000000000094e-01,2.397640000000000049e-01,1.464639999999999942e+00,1.640099999999999891e+00,4.522700000000000331e-02,-1.000000000000000000e+00
4.847339999999999982e+00,3.548160000000000025e+01,4.380340000000000344e+00,5.747169999999999668e+00,4.634389999999999787e+00,5.304710000000000036e+00,2.969319999999999737e-01,5.552909999999999791e-02,4.559509999999999952e-02,1.013150000000000023e-01,1.134360000000000035e+00,2.060760000000000147e+00,2.261350000000000166e-02,-1.000000000000000000e+00
3.015289999999999893e+01,1.394060000000000059e+02,2.819519999999999982e+01,3.293299999999999983e+01,3.344519999999999982e+01,1.902609999999999957e+01,2.241879999999999984e-01,2.320339999999999903e-01,1.916069999999999995e-01,2.223900000000000043e-01,3.114840000000000053e+00,3.283290000000000042e+00,5.491850000000000204e-02,-1.000000000000000000e+00
2.247430000000000039e+00,1.776170000000000115e+01,2.066250000000000142e+00,1.345120000000000093e+00,2.566240000000000077e+00,6.792939999999999534e-01,1.337369999999999948e-01,1.622759999999999828e-02,7.953989999999999325e-03,7.877249999999999530e-02,9.836970000000000436e-02,2.773740000000000094e-01,0.000000000000000000e+00,-1.000000000000000000e+00
1.367220000000000102e+00,1.496380000000000088e+01,1.458129999999999926e+00,2.580509999999999859e+00,8.684770000000000545e-01,5.017899999999999583e-01,2.035079999999999875e-02,3.707470000000000210e-02,2.186489999999999961e-02,2.936899999999999927e-02,2.471720000000000028e-01,4.674110000000000209e-01,2.099830000000000099e-02,-1.000000000000000000e+00
3.557739999999999791e-01,1.501179999999999914e+01,4.943800000000000416e+00,9.043010000000000659e+00,2.799040000000000195e+00,7.023620000000000418e-01,1.141570000000000085e-02,1.788429999999999881e-02,3.548980000000000190e-02,1.230640000000000032e-02,4.932500000000000079e-02,1.685349999999999904e-01,1.130680000000000018e-01,-1.000000000000000000e+00
1.893150000000000110e+00,2.520270000000000010e+01,4.465559999999999974e+00,5.437780000000000058e+00,1.168369999999999909e+00,1.608729999999999993e+00,1.466320000000000123e-01,9.851050000000000084e-02,1.075080000000000063e-01,1.657980000000000009e-01,2.779220000000000024e-01,3.399380000000000179e-01,1.130669999999999939e-02,-1.000000000000000000e+00
1.947319999999999940e+00,1.623229999999999862e+01,3.416819999999999968e+00,3.699749999999999872e+00,1.251570000000000071e+00,2.614050000000000207e+00,3.090330000000000160e-02,1.524140000000000043e-02,1.464660000000000128e-01,6.195589999999999951e-03,2.232169999999999987e-02,3.304529999999999967e-02,1.130669999999999939e-02,-1.000000000000000000e+00
2.236599999999999966e+01,8.793689999999999429e+01,5.219460000000000122e+01,6.526000000000000512e+01,2.187640000000000029e+01,1.679650000000000176e+01,6.107989999999999808e-01,2.605009999999999826e-01,3.765879999999999783e-01,3.890060000000000184e-01,3.214279999999999915e-01,1.505449999999999955e+00,6.218710000000000210e-02,-1.000000000000000000e+00
5.382520000000000238e+01,1.703180000000000121e+02,7.334759999999999991e+01,6.167669999999999675e+01,9.060819999999999652e+01,4.668200000000000216e+01,3.767329999999999846e-01,3.464059999999999917e-01,1.378870000000000096e-01,3.783949999999999814e-01,2.544620000000000215e-01,4.546709999999999918e-01,4.361179999999999918e-02,-1.000000000000000000e+00
8.184460000000000068e-01,1.241000000000000014e+01,1.238050000000000095e+00,1.050400000000000000e+00,2.379160000000000164e+00,6.351210000000000466e-01,1.698689999999999922e-01,2.622179999999999997e-03,6.255910000000000637e-02,4.226110000000000283e-02,1.412299999999999944e-01,1.938010000000000010e-01,9.691500000000000462e-03,-1.000000000000000000e+00
2.191219999999999946e+00,1.864280000000000115e+01,1.402509999999999923e+00,6.482420000000000293e+00,8.061510000000000176e+00,3.878130000000000077e+00,1.092040000000000025e-02,6.573279999999999401e-02,3.132240000000000024e-02,1.724499999999999922e-01,8.840459999999999985e-02,6.532240000000000268e-02,0.000000000000000000e+00,-1.000000000000000000e+00
1.198900000000000077e+00,6.785169999999999924e+00,9.369619999999999616e-01,2.427900000000000169e+00,5.508009999999999629e+00,1.566659999999999942e+00,9.216659999999999783e-03,5.115309999999999996e-02,7.230900000000000175e-04,2.008110000000000103e-02,6.775290000000000479e-02,3.415259999999999824e-02,0.000000000000000000e+00,-1.000000000000000000e+00
5.013550000000000395e+00,4.961480000000000246e+01,8.879820000000000491e+00,1.889079999999999870e+01,1.776760000000000161e+01,6.400089999999999613e+00,6.767309999999999992e-02,5.675759999999999833e-02,5.875339999999999729e-02,2.590319999999999845e-01,1.163970000000000005e-01,2.006179999999999908e-01,3.230500000000000038e-02,-1.000000000000000000e+00
4.390729999999999578e+00,2.957860000000000156e+01,4.383149999999999658e+00,1.143379999999999974e+01,7.258300000000000196e+00,7.209190000000000431e+00,3.119760000000000068e-03,6.555449999999999992e-04,0.000000000000000000e+00,3.720110000000000083e-02,1.953000000000000014e-01,3.408379999999999743e-02,1.130669999999999939e-02,-1.000000000000000000e+00
2.953629999999999867e-01,1.976020000000000110e+01,7.062570000000000237e-01,4.684059999999999668e+00,4.301789999999999559e+00,1.111839999999999939e+00,2.466500000000000081e-01,3.778790000000000204e-01,1.162170000000000009e-01,4.023310000000000081e-02,3.434670000000000223e-01,2.154719999999999969e-01,1.356809999999999961e-01,-1.000000000000000000e+00
3.800600000000000200e+00,2.181749999999999901e+01,2.414000000000000146e+00,6.072499999999999787e+00,2.713189999999999991e+00,2.540550000000000086e+00,1.197290000000000021e-01,3.558669999999999889e-03,1.865239999999999954e-02,1.424890000000000045e-01,1.229149999999999965e-01,1.917290000000000105e-01,0.000000000000000000e+00,-1.000000000000000000e+00
9.003230000000000288e+00,6.621330000000000382e+01,2.493990000000000151e+01,2.158950000000000102e+01,7.457519999999999705e+00,6.577639999999999709e+00,2.272409999999999985e-01,1.127210000000000018e-01,2.127170000000000102e-02,2.625390000000000224e-01,1.286970000000000058e-01,3.006030000000000091e-01,2.261350000000000166e-02,-1.000000000000000000e+00
3.188579999999999970e+00,2.040109999999999957e+01,9.137800000000000367e-01,9.103310000000000457e+00,2.863030000000000186e+00,5.916989999999999750e-01,1.315449999999999953e-01,2.403660000000000171e-02,0.000000000000000000e+00,4.576390000000000319e-02,4.088819999999999955e-02,7.332579999999999654e-02,1.130669999999999939e-02,1.000000000000000000e+00
4.938019999999999909e-02,6.981810000000000294e+00,3.396719999999999740e-01,9.521979999999999333e-02,5.292039999999999939e-02,1.549049999999999871e-01,1.176869999999999999e-02,5.297330000000000268e-03,1.236050000000000039e-03,6.238839999999999664e-02,1.112830000000000069e-01,6.342000000000000415e-02,0.000000000000000000e+00,-1.000000000000000000e+00
3.715690000000000026e+01,1.473269999999999982e+02,5.309839999999999804e+01,5.530409999999999826e+01,5.560289999999999822e+01,4.298409999999999798e+01,1.854030000000000122e-01,3.102380000000000138e-01,1.144089999999999968e-01,2.973330000000000140e-01,8.134179999999999744e-01,1.129159999999999942e+00,4.361179999999999918e-02,1.000000000000000000e+00
5.535440000000000360e+00,5.386990000000000123e+01,7.950870000000000104e+00,8.478089999999999904e+00,1.326169999999999938e+01,8.914389999999999148e+00,8.882180000000000630e-02,4.093910000000000049e-01,5.789459999999999745e-02,4.797509999999999830e-01,4.201059999999999794e-01,2.068039999999999878e-01,5.015349999999999531e-01,-1.000000000000000000e+00
1.592820000000000036e+01,4.865529999999999688e+01,1.455259999999999998e+01,1.585289999999999999e+01,2.216669999999999874e+01,1.729670000000000130e+01,1.472849999999999993e-01,2.077090000000000047e-01,9.187009999999999621e-02,7.504679999999999684e-02,2.190100000000000102e-01,2.037760000000000127e-01,2.708359999999999934e-02,1.000000000000000000e+00
1.548920000000000019e-01,1.683530000000000015e+01,5.665969999999999729e+00,1.643669999999999831e+01,4.507690000000000197e+00,1.719610000000000083e+00,2.521899999999999836e-02,1.072049999999999947e-01,3.661289999999999684e-02,5.218799999999999828e-02,8.101990000000000580e-02,7.783339999999999703e-02,3.618160000000000265e-01,-1.000000000000000000e+00
