,p300_processed_1.csv,h3k27ac_processed_5.csv,h3k27ac_processed_4.csv,h3k27ac_processed_3.csv,h3k27ac_processed_2.csv,h3k27ac_processed_1.csv,Dnase_processed_6.csv,Dnase_processed_5.csv,Dnase_processed_4.csv,Dnase_processed_3.csv,Dnase_processed_2.csv,Dnase_processed_1.csv
1046,27.0274,79.7544,12.6471,6.02633,39.8716,24.712,24.712,39.8716,6.02633,12.6471,79.7544,27.0274
1047,0.38375,4.37179,0.201524,1.03555,1.08008,0.499973,0.499973,1.08008,1.03555,0.201524,4.37179,0.38375
1048,2.4601,10.5496,1.77735,2.70375,15.4173,13.7736,13.7736,15.4173,2.70375,1.77735,10.5496,2.4601
1049,0.573009,4.84625,0.695981,3.1971,3.90158,2.63017,2.63017,3.90158,3.1971,0.695981,4.84625,0.573009
1050,1.49302,6.07809,0.146655,0.571989,2.99007,0.692266,0.692266,2.99007,0.571989,0.146655,6.07809,1.49302
1051,7.19408,49.4064,12.8437,14.1969,7.12963,9.95303,9.95303,7.12963,14.1969,12.8437,49.4064,7.19408
1052,30.5086,96.6316,34.8783,24.2285,28.9868,22.1484,22.1484,28.9868,24.2285,34.8783,96.6316,30.5086
1053,0.30644,10.9724,0.989014,1.73111,1.11993,0.594301,0.594301,1.11993,1.73111,0.989014,10.9724,0.30644
1054,5.33161,32.1962,9.81377,21.6198,20.9304,11.3868,11.3868,20.9304,21.6198,9.81377,32.1962,5.33161
1055,6.13359,16.0396,3.9354,7.18471,19.1614,8.19552,8.19552,19.1614,7.18471,3.9354,16.0396,6.13359
1056,5.27966,30.3347,13.8884,14.9666,12.3581,8.42675,8.42675,12.3581,14.9666,13.8884,30.3347,5.27966
1057,10.4539,44.233,11.6587,15.3743,22.9791,17.9522,17.9522,22.9791,15.3743,11.6587,44.233,10.4539
1058,9.68334,78.6329,32.628,36.7195,7.84012,3.52602,3.52602,7.84012,36.7195,32.628,78.6329,9.68334
1059,1.6422,12.9724,3.71654,2.2305,1.40624,0.663802,0.663802,1.40624,2.2305,3.71654,12.9724,1.6422
1060,10.5573,55.2397,39.649,56.7097,14.5437,8.0921,8.0921,14.5437,56.7097,39.649,55.2397,10.5573
1061,4.20278,51.9175,28.4906,46.7707,4.92024,5.78508,5.78508,4.92024,46.7707,28.4906,51.9175,4.20278
1062,1.14408,14.8754,3.94816,6.29043,4.91521,3.48543,3.48543,4.91521,6.29043,3.94816,14.8754,1.14408
1063,0.329014,9.72815,2.13191,1.46588,0.908614,0.385926,0.385926,0.908614,1.46588,2.13191,9.72815,0.329014
1064,11.6708,64.0069,9.27132,6.50314,7.35563,7.54266,7.54266,7.35563,6.50314,9.27132,64.0069,11.6708
1065,1.08795,8.94613,1.10417,1.15878,0.556085,0.710045,0.710045,0.556085,1.15878,1.10417,8.94613,1.08795
1066,1.86052,18.6691,2.02635,1.4049,1.41413,0.158869,0.158869,1.41413,1.4049,2.02635,18.6691,1.86052
1067,0.265987,12.217,1.31402,1.68428,1.90447,1.48481,1.48481,1.90447,1.68428,1.31402,12.217,0.265987
1068,0.0688301,2.16111,0.940544,0.293483,1.2635,0.524802,0.524802,1.2635,0.293483,0.940544,2.16111,0.0688301
1069,0.0171942,5.34138,0.400731,3.18627,0.585809,0.893162,0.893162,0.585809,3.18627,0.400731,5.34138,0.0171942
1070,42.5845,180.172,31.4816,32.2829,48.083,28.3166,28.3166,48.083,32.2829,31.4816,180.172,42.5845
1071,2.37053,13.8092,2.39404,3.56355,2.17526,1.0295,1.0295,2.17526,3.56355,2.39404,13.8092,2.37053
1072,23.2505,96.1623,3.50815,4.71455,29.5394,15.2818,15.2818,29.5394,4.71455,3.50815,96.1623,23.2505
1073,10.234,60.3933,3.947,10.9526,0.843624,2.72692,2.72692,0.843624,10.9526,3.947,60.3933,10.234
1074,0.44177,13.1919,2.23882,1.08017,1.72223,0.983361,0.983361,1.72223,1.08017,2.23882,13.1919,0.44177
1075,68.5061,218.298,72.7324,67.1935,100.97,73.8386,73.8386,100.97,67.1935,72.7324,218.298,68.5061
1076,6.68169,35.7219,6.98912,7.81305,31.9339,13.3974,13.3974,31.9339,7.81305,6.98912,35.7219,6.68169
1077,30.1931,92.2049,36.9413,18.5397,15.9143,10.3673,10.3673,15.9143,18.5397,36.9413,92.2049,30.1931
1078,3.63746,19.8357,3.7477,9.35691,3.5282,2.09382,2.09382,3.5282,9.35691,3.7477,19.8357,3.63746
1079,11.5967,85.8211,22.618,38.7858,6.24688,4.82113,4.82113,6.24688,38.7858,22.618,85.8211,11.5967
1080,1.22977,6.14323,0.57611,2.97385,5.94109,2.56007,2.56007,5.94109,2.97385,0.57611,6.14323,1.22977
1081,0.960682,7.55843,0.728962,2.61599,1.26116,0.124634,0.124634,1.26116,2.61599,0.728962,7.55843,0.960682
1082,7.27459,51.6906,5.85297,8.09006,28.4929,14.2811,14.2811,28.4929,8.09006,5.85297,51.6906,7.27459
1083,3.29669,18.3714,2.39404,5.50539,3.90891,2.10973,2.10973,3.90891,5.50539,2.39404,18.3714,3.29669
1084,20.4446,77.9854,28.5413,14.341,8.8367,5.49179,5.49179,8.8367,14.341,28.5413,77.9854,20.4446
1085,9.72069,53.4845,16.6601,24.7411,20.2728,21.9063,21.9063,20.2728,24.7411,16.6601,53.4845,9.72069
1086,1.05406,25.3488,6.90167,6.5719,2.76037,1.76322,1.76322,2.76037,6.5719,6.90167,25.3488,1.05406
1087,0.455481,5.06353,1.03509,1.75614,1.86397,0.111268,0.111268,1.86397,1.75614,1.03509,5.06353,0.455481
1088,0.917454,19.2622,6.50297,6.41032,20.1143,10.5872,10.5872,20.1143,6.41032,6.50297,19.2622,0.917454
1089,5.226,37.4865,9.64431,17.8144,7.01432,5.92416,5.92416,7.01432,17.8144,9.64431,37.4865,5.226
1090,12.8455,79.9006,24.5171,30.0869,36.8736,40.4437,40.4437,36.8736,30.0869,24.5171,79.9006,12.8455
1091,10.5637,58.4626,23.1955,21.6507,7.56322,5.67375,5.67375,7.56322,21.6507,23.1955,58.4626,10.5637
1092,0.94397,7.95569,0.563811,0.233814,1.35543,1.29463,1.29463,1.35543,0.233814,0.563811,7.95569,0.94397
1093,78.5726,271.467,93.3254,79.2288,24.6475,10.7993,10.7993,24.6475,79.2288,93.3254,271.467,78.5726
1094,5.71476,35.7004,8.17509,7.18112,19.1231,11.5245,11.5245,19.1231,7.18112,8.17509,35.7004,5.71476
1095,2.02598,29.1809,3.67287,12.9442,5.23599,4.45938,4.45938,5.23599,12.9442,3.67287,29.1809,2.02598
1096,2.71903,25.1376,2.46255,6.00637,3.59913,2.0007,2.0007,3.59913,6.00637,2.46255,25.1376,2.71903
1097,0.543262,7.38749,1.53787,1.10761,3.15787,6.12197,6.12197,3.15787,1.10761,1.53787,7.38749,0.543262
1098,4.61745,29.5662,2.57655,2.84012,9.55954,6.86093,6.86093,9.55954,2.84012,2.57655,29.5662,4.61745
1099,13.9379,77.9094,27.6761,15.8845,31.491,19.8389,19.8389,31.491,15.8845,27.6761,77.9094,13.9379
1100,2.41577,31.1829,8.18106,18.5361,9.229,9.55265,9.55265,9.229,18.5361,8.18106,31.1829,2.41577
1101,1.26792,13.2943,0.491134,3.24881,1.68463,1.84709,1.84709,1.68463,3.24881,0.491134,13.2943,1.26792
1102,1.45525,13.222,0.940115,1.42591,1.29837,1.54485,1.54485,1.29837,1.42591,0.940115,13.222,1.45525
1103,114.937,357.544,225.161,185.283,97.5955,65.201,65.201,97.5955,185.283,225.161,357.544,114.937
1104,0.889259,27.8102,3.79176,9.47422,1.58106,2.10613,2.10613,1.58106,9.47422,3.79176,27.8102,0.889259
1105,0.455519,18.8332,3.10482,1.97513,0.349534,0.44949,0.44949,0.349534,1.97513,3.10482,18.8332,0.455519
1106,8.04543,36.4277,8.28696,8.04892,0.885059,4.7177,4.7177,0.885059,8.04892,8.28696,36.4277,8.04543
1107,1.49485,14.0832,2.70423,1.4997,1.7265,0.742568,0.742568,1.7265,1.4997,2.70423,14.0832,1.49485
1108,6.52519,28.438,4.45914,4.82572,2.76446,3.84612,3.84612,2.76446,4.82572,4.45914,28.438,6.52519
1109,5.55731,31.7565,6.2897,9.81955,9.8959,4.95299,4.95299,9.8959,9.81955,6.2897,31.7565,5.55731
1110,2.74269,12.1783,3.76864,4.81439,6.19605,5.90048,5.90048,6.19605,4.81439,3.76864,12.1783,2.74269
1111,0.467069,8.52367,3.17321,7.39459,1.68093,1.12772,1.12772,1.68093,7.39459,3.17321,8.52367,0.467069
1112,0.299155,20.2611,4.19882,14.6511,2.07257,1.07419,1.07419,2.07257,14.6511,4.19882,20.2611,0.299155
1113,1.38178,14.4444,0.550354,3.69025,12.1692,8.55651,8.55651,12.1692,3.69025,0.550354,14.4444,1.38178
1114,57.4781,149.381,62.1608,32.5679,56.4894,27.1623,27.1623,56.4894,32.5679,62.1608,149.381,57.4781
1115,0.0627922,6.97147,1.45422,4.71743,2.05833,1.07437,1.07437,2.05833,4.71743,1.45422,6.97147,0.0627922
1116,0.732911,11.7865,0.451278,0.335635,0.860021,0.710266,0.710266,0.860021,0.335635,0.451278,11.7865,0.732911
1117,1.06308,7.43324,0.603788,1.51971,0.0867428,0.0479077,0.0479077,0.0867428,1.51971,0.603788,7.43324,1.06308
1118,0.689037,6.17609,0.346664,2.65222,0.857574,2.23642,2.23642,0.857574,2.65222,0.346664,6.17609,0.689037
1119,0.101475,3.30802,0.432825,1.42956,0.0334042,0.287869,0.287869,0.0334042,1.42956,0.432825,3.30802,0.101475
1120,0.0805036,3.35038,0.173592,2.4758,0.315059,0.0756051,0.0756051,0.315059,2.4758,0.173592,3.35038,0.0805036
1121,0.0229355,2.3822,0.0950793,0.113203,0.487711,0.189617,0.189617,0.487711,0.113203,0.0950793,2.3822,0.0229355
1122,0.0627922,6.84893,0.675468,3.87511,0.618952,0.0867929,0.0867929,0.618952,3.87511,0.675468,6.84893,0.0627922
1123,0.0842516,9.52788,1.24644,4.14004,1.69082,1.02188,1.02188,1.69082,4.14004,1.24644,9.52788,0.0842516
1124,50.6388,205.4,53.3234,59.5625,9.66501,11.0419,11.0419,9.66501,59.5625,53.3234,205.4,50.6388
1125,4.68441,28.0876,1.41342,1.16063,7.08143,3.93311,3.93311,7.08143,1.16063,1.41342,28.0876,4.68441
1126,0.737905,7.80037,0.366891,1.03088,1.33085,0.389638,0.389638,1.33085,1.03088,0.366891,7.80037,0.737905
1127,41.7345,102.677,62.446,67.6893,16.8413,24.7935,24.7935,16.8413,67.6893,62.446,102.677,41.7345
1128,401.621,987.446,458.355,240.768,201.539,168.545,168.545,201.539,240.768,458.355,987.446,401.621
1129,6.19623,28.9862,4.72857,0.994027,17.5337,12.8665,12.8665,17.5337,0.994027,4.72857,28.9862,6.19623
1130,11.2522,39.5432,5.17055,7.08422,12.7725,2.66774,2.66774,12.7725,7.08422,5.17055,39.5432,11.2522
1131,2.02999,26.7343,5.93843,4.83324,5.52717,3.32578,3.32578,5.52717,4.83324,5.93843,26.7343,2.02999
1132,1.39992,13.7425,1.39648,2.90853,2.67991,0.444417,0.444417,2.67991,2.90853,1.39648,13.7425,1.39992
1133,3.28278,39.3514,10.2676,16.5571,11.0298,7.96804,7.96804,11.0298,16.5571,10.2676,39.3514,3.28278
1134,6.38135,32.0505,9.33662,9.41493,3.42703,5.1836,5.1836,3.42703,9.41493,9.33662,32.0505,6.38135
1135,2.23736,19.0832,6.24003,5.20779,8.39378,4.69971,4.69971,8.39378,5.20779,6.24003,19.0832,2.23736
1136,0.987116,38.1282,2.39935,18.7996,9.3684,0.405067,0.405067,9.3684,18.7996,2.39935,38.1282,0.987116
1137,51.68,174.765,85.8755,58.0208,50.9076,27.992,27.992,50.9076,58.0208,85.8755,174.765,51.68
1138,10.0057,75.2065,15.9474,31.3071,26.001,17.8678,17.8678,26.001,31.3071,15.9474,75.2065,10.0057
1139,18.1673,74.252,24.5523,28.436,28.9655,20.6645,20.6645,28.9655,28.436,24.5523,74.252,18.1673
1140,56.6244,212.684,91.6413,102.845,23.069,24.236,24.236,23.069,102.845,91.6413,212.684,56.6244
1141,13.561,57.8192,19.3503,10.3281,4.3914,0.92699,0.92699,4.3914,10.3281,19.3503,57.8192,13.561
1142,30.9962,78.6437,26.2794,19.6722,31.3468,12.4183,12.4183,31.3468,19.6722,26.2794,78.6437,30.9962
1143,0.385961,6.77888,0.0603896,2.11577,1.20062,1.05954,1.05954,1.20062,2.11577,0.0603896,6.77888,0.385961
1144,0.363839,16.9751,0.958396,8.69865,1.88358,0.175119,0.175119,1.88358,8.69865,0.958396,16.9751,0.363839
1145,2.18528,19.0959,5.82894,7.47279,1.88242,0.835832,0.835832,1.88242,7.47279,5.82894,19.0959,2.18528
1146,1.8843,25.7373,1.69307,5.06518,21.313,8.77229,8.77229,21.313,5.06518,1.69307,25.7373,1.8843
1147,8.41717,55.3662,26.5733,24.8488,4.78393,2.76765,2.76765,4.78393,24.8488,26.5733,55.3662,8.41717
1148,7.41008,37.9243,4.41915,8.0276,16.1211,8.07,8.07,16.1211,8.0276,4.41915,37.9243,7.41008
1149,0.937911,17.3547,2.54797,5.08838,2.27512,2.52254,2.52254,2.27512,5.08838,2.54797,17.3547,0.937911
1150,0.796941,10.4156,0.655052,0.8789,2.30695,0.17555,0.17555,2.30695,0.8789,0.655052,10.4156,0.796941
1151,2.26267,17.5772,2.93979,5.0691,3.02362,1.11466,1.11466,3.02362,5.0691,2.93979,17.5772,2.26267
1152,3.5294,36.9507,9.52776,8.66041,8.11566,10.3373,10.3373,8.11566,8.66041,9.52776,36.9507,3.5294
1153,0.465958,12.4782,0.867989,3.23203,1.48662,1.88013,1.88013,1.48662,3.23203,0.867989,12.4782,0.465958
1154,28.3994,70.5287,41.261,17.3311,27.8891,13.6493,13.6493,27.8891,17.3311,41.261,70.5287,28.3994
1155,3.90652,42.253,5.40089,7.10618,9.65071,5.74414,5.74414,9.65071,7.10618,5.40089,42.253,3.90652
1156,21.9273,87.5225,29.6103,21.4027,70.4631,27.644,27.644,70.4631,21.4027,29.6103,87.5225,21.9273
1157,9.76425,39.4968,8.13592,9.31743,27.6945,12.3858,12.3858,27.6945,9.31743,8.13592,39.4968,9.76425
1158,17.1827,68.5277,25.1376,19.3874,34.9035,27.7236,27.7236,34.9035,19.3874,25.1376,68.5277,17.1827
1159,7.62477,25.0757,3.24394,1.23862,9.02368,4.58471,4.58471,9.02368,1.23862,3.24394,25.0757,7.62477
1160,20.2157,77.3082,50.9974,36.616,18.5286,23.568,23.568,18.5286,36.616,50.9974,77.3082,20.2157
1161,42.9528,90.8535,22.5544,14.3622,48.0818,23.4318,23.4318,48.0818,14.3622,22.5544,90.8535,42.9528
1162,291.764,792.056,400.853,194.993,206.272,161.708,161.708,206.272,194.993,400.853,792.056,291.764
1163,34.1081,72.461,19.2596,10.0645,52.6407,38.2736,38.2736,52.6407,10.0645,19.2596,72.461,34.1081
1164,3.78004,29.0011,3.15069,1.40487,5.18673,2.52199,2.52199,5.18673,1.40487,3.15069,29.0011,3.78004
1165,8.45547,62.0648,13.4097,6.94106,17.84,9.66567,9.66567,17.84,6.94106,13.4097,62.0648,8.45547
1166,81.3592,308.614,117.362,103.811,38.2373,39.4328,39.4328,38.2373,103.811,117.362,308.614,81.3592
1167,77.146,209.228,49.5927,30.5124,55.0929,51.0683,51.0683,55.0929,30.5124,49.5927,209.228,77.146
1168,16.1704,65.7564,16.9069,24.4789,46.2404,40.5866,40.5866,46.2404,24.4789,16.9069,65.7564,16.1704
1169,259.447,563.436,115.582,67.9502,239.002,177.295,177.295,239.002,67.9502,115.582,563.436,259.447
1170,1.52069,27.6764,2.57116,5.4969,13.6258,12.1762,12.1762,13.6258,5.4969,2.57116,27.6764,1.52069
1171,2.19848,35.681,5.64531,4.79475,14.021,5.60417,5.60417,14.021,4.79475,5.64531,35.681,2.19848
1172,13.826,65.8008,17.6595,18.7928,20.0296,14.6131,14.6131,20.0296,18.7928,17.6595,65.8008,13.826
1173,0.0825651,5.35503,0.256269,0.938023,0.00628931,0.0760757,0.0760757,0.00628931,0.938023,0.256269,5.35503,0.0825651
1174,0.484767,4.71364,0.717178,1.23412,0.0952923,0.586901,0.586901,0.0952923,1.23412,0.717178,4.71364,0.484767
1175,1.50481,17.3358,5.70518,13.8505,1.59383,1.33126,1.33126,1.59383,13.8505,5.70518,17.3358,1.50481
1176,0.0541003,8.77385,0.579555,0.891912,0.831317,0.296484,0.296484,0.831317,0.891912,0.579555,8.77385,0.0541003
1177,0.315367,8.26737,0.619178,2.0958,1.39776,0.803548,0.803548,1.39776,2.0958,0.619178,8.26737,0.315367
1178,0.118992,3.95036,1.56377,1.36138,2.65973,0.642587,0.642587,2.65973,1.36138,1.56377,3.95036,0.118992
1179,0.0104516,6.52709,0.546053,1.87378,0.807398,0.171871,0.171871,0.807398,1.87378,0.546053,6.52709,0.0104516
1180,0.291056,3.9517,0.625002,4.85426,5.88038,4.50733,4.50733,5.88038,4.85426,0.625002,3.9517,0.291056
1181,1.56698,7.89413,1.74311,0.635574,4.25093,2.61256,2.61256,4.25093,0.635574,1.74311,7.89413,1.56698
1182,0.735157,29.8203,2.61559,4.51449,4.92996,3.32038,3.32038,4.92996,4.51449,2.61559,29.8203,0.735157
1183,0.506921,11.5629,0.949305,2.12916,1.086,0.481792,0.481792,1.086,2.12916,0.949305,11.5629,0.506921
1184,1.37174,12.4229,4.49333,4.75583,5.2391,3.83316,3.83316,5.2391,4.75583,4.49333,12.4229,1.37174
1185,25.2145,75.5603,25.2629,24.2477,15.8387,19.5469,19.5469,15.8387,24.2477,25.2629,75.5603,25.2145
1186,0.641595,12.3771,2.44357,3.28483,0.759349,1.15086,1.15086,0.759349,3.28483,2.44357,12.3771,0.641595
1187,21.6615,115.867,31.6626,18.4114,36.1333,18.4014,18.4014,36.1333,18.4114,31.6626,115.867,21.6615
1188,95.227,362.555,156.22,83.2286,46.734,30.1148,30.1148,46.734,83.2286,156.22,362.555,95.227
1189,26.7632,97.4479,20.4119,13.5979,27.6205,22.8963,22.8963,27.6205,13.5979,20.4119,97.4479,26.7632
1190,65.589,211.848,53.9719,59.6399,55.4382,28.9133,28.9133,55.4382,59.6399,53.9719,211.848,65.589
1191,228.449,550.889,229.852,130.393,170.323,114.276,114.276,170.323,130.393,229.852,550.889,228.449
1192,5.05196,38.6374,11.1226,8.85061,20.7742,9.70114,9.70114,20.7742,8.85061,11.1226,38.6374,5.05196
1193,89.609,322.6,98.9702,73.4535,136.983,93.8296,93.8296,136.983,73.4535,98.9702,322.6,89.609
1194,1.13395,38.6251,5.83051,5.55259,5.52954,3.81046,3.81046,5.52954,5.55259,5.83051,38.6251,1.13395
1195,7.38149,35.9391,8.83208,11.4851,14.2242,8.19387,8.19387,14.2242,11.4851,8.83208,35.9391,7.38149
1196,57.8028,149.171,35.4864,34.6494,61.0562,28.5156,28.5156,61.0562,34.6494,35.4864,149.171,57.8028
1197,28.0397,70.6024,22.8896,25.2779,8.53314,5.68282,5.68282,8.53314,25.2779,22.8896,70.6024,28.0397
1198,4.32707,28.4125,4.32937,5.6814,2.95948,4.95499,4.95499,2.95948,5.6814,4.32937,28.4125,4.32707
1199,0.529991,4.84983,0.288354,0.564749,0.00963379,0.12715,0.12715,0.00963379,0.564749,0.288354,4.84983,0.529991
1200,1.38021,16.0597,2.23574,4.50517,3.22751,0.388809,0.388809,3.22751,4.50517,2.23574,16.0597,1.38021
1201,1.16781,15.7637,0.905854,3.53493,1.2779,0.266876,0.266876,1.2779,3.53493,0.905854,15.7637,1.16781
1202,40.6917,138.132,33.917,34.9339,26.4345,15.093,15.093,26.4345,34.9339,33.917,138.132,40.6917
1203,29.0995,118.72,23.6269,34.2379,30.7989,28.8464,28.8464,30.7989,34.2379,23.6269,118.72,29.0995
1204,75.8719,206.247,129.325,48.0307,31.6959,14.2001,14.2001,31.6959,48.0307,129.325,206.247,75.8719
1205,471.377,976.235,363.526,173.673,351.379,256.528,256.528,351.379,173.673,363.526,976.235,471.377
1206,67.8258,236.27,56.9079,42.2892,17.6643,17.0309,17.0309,17.6643,42.2892,56.9079,236.27,67.8258
1207,81.622,165.772,94.7623,36.3028,68.7964,40.7872,40.7872,68.7964,36.3028,94.7623,165.772,81.622
1208,71.423,196.068,50.7125,43.5364,71.5161,64.7306,64.7306,71.5161,43.5364,50.7125,196.068,71.423
1209,163.411,360.663,142.031,91.3235,145.172,118.16,118.16,145.172,91.3235,142.031,360.663,163.411
1210,1.00578,6.73463,1.43071,3.53236,5.2944,0.743726,0.743726,5.2944,3.53236,1.43071,6.73463,1.00578
1211,1.35901,15.9609,3.44366,16.6261,0.758791,0.431112,0.431112,0.758791,16.6261,3.44366,15.9609,1.35901
1212,13.3667,55.1636,7.87201,6.4569,39.9297,13.9375,13.9375,39.9297,6.4569,7.87201,55.1636,13.3667
1213,8.09436,61.0398,21.5032,19.1271,54.7165,31.1492,31.1492,54.7165,19.1271,21.5032,61.0398,8.09436
1214,2.10485,28.4708,2.32688,3.62241,3.94186,6.39421,6.39421,3.94186,3.62241,2.32688,28.4708,2.10485
1215,26.9307,107.899,37.7471,56.5852,44.1515,35.8645,35.8645,44.1515,56.5852,37.7471,107.899,26.9307
1216,32.9676,116.168,38.0088,33.0253,40.3639,35.1948,35.1948,40.3639,33.0253,38.0088,116.168,32.9676
1217,14.9854,121.395,37.1438,60.7657,40.3309,51.5838,51.5838,40.3309,60.7657,37.1438,121.395,14.9854
1218,66.2643,206.279,71.4233,45.2384,42.1317,34.8036,34.8036,42.1317,45.2384,71.4233,206.279,66.2643
1219,8.72464,22.3243,3.1425,3.42557,20.9336,8.16486,8.16486,20.9336,3.42557,3.1425,22.3243,8.72464
1220,0.72215,39.5107,3.49323,22.3052,10.382,4.00054,4.00054,10.382,22.3052,3.49323,39.5107,0.72215
1221,55.2464,158.662,51.1704,30.7994,56.2936,32.4835,32.4835,56.2936,30.7994,51.1704,158.662,55.2464
1222,6.12563,37.1313,3.66639,7.95823,3.56723,3.49412,3.49412,3.56723,7.95823,3.66639,37.1313,6.12563
1223,65.659,260.902,122.546,130.82,6.99911,11.2914,11.2914,6.99911,130.82,122.546,260.902,65.659
1224,84.5378,343.174,83.8188,94.5924,48.9775,26.9519,26.9519,48.9775,94.5924,83.8188,343.174,84.5378
1225,0.550774,27.9803,2.96699,8.12606,1.29455,1.90068,1.90068,1.29455,8.12606,2.96699,27.9803,0.550774
1226,4.20872,39.5954,7.56538,11.662,7.69876,2.14868,2.14868,7.69876,11.662,7.56538,39.5954,4.20872
1227,44.2127,155.584,25.14,55.0196,46.5968,38.2383,38.2383,46.5968,55.0196,25.14,155.584,44.2127
1228,0.45931,13.251,1.75614,2.53543,2.65651,0.366528,0.366528,2.65651,2.53543,1.75614,13.251,0.45931
1229,0.415214,7.57576,0.600432,4.52973,3.19461,1.19752,1.19752,3.19461,4.52973,0.600432,7.57576,0.415214
1230,0.728612,11.4227,1.46375,7.33922,12.6628,4.85533,4.85533,12.6628,7.33922,1.46375,11.4227,0.728612
1231,7.24155,31.0519,15.4187,22.8536,16.3508,4.96733,4.96733,16.3508,22.8536,15.4187,31.0519,7.24155
1232,2.25488,28.6767,8.61085,10.7527,30.1075,18.4774,18.4774,30.1075,10.7527,8.61085,28.6767,2.25488
1233,0.147565,7.70136,1.09544,5.53782,1.14944,0.763081,0.763081,1.14944,5.53782,1.09544,7.70136,0.147565
1234,0.0969535,8.69504,0.202003,3.82566,0.661909,0.145397,0.145397,0.661909,3.82566,0.202003,8.69504,0.0969535
1235,0.508171,12.3081,1.1337,8.52195,0.571429,0.856608,0.856608,0.571429,8.52195,1.1337,12.3081,0.508171
1236,1.52861,28.4653,10.053,20.2918,2.43391,1.71789,1.71789,2.43391,20.2918,10.053,28.4653,1.52861
1237,8.82206,58.7414,12.9864,15.9795,12.9213,6.7867,6.7867,12.9213,15.9795,12.9864,58.7414,8.82206
1238,0.617259,22.4238,1.84706,7.33112,4.48269,2.04692,2.04692,4.48269,7.33112,1.84706,22.4238,0.617259
1239,2.87054,55.4545,8.23417,37.3692,39.3971,30.6893,30.6893,39.3971,37.3692,8.23417,55.4545,2.87054
1240,0.209704,9.23515,0.895418,3.39654,3.0916,1.54982,1.54982,3.0916,3.39654,0.895418,9.23515,0.209704
1241,2.95264,32.9805,2.27221,14.7947,2.11057,0.560612,0.560612,2.11057,14.7947,2.27221,32.9805,2.95264
1242,4.48093,50.0938,8.50958,8.56338,14.6592,8.71711,8.71711,14.6592,8.56338,8.50958,50.0938,4.48093
1243,4.28046,38.8191,8.11888,9.47254,4.03943,2.66553,2.66553,4.03943,9.47254,8.11888,38.8191,4.28046
1244,0.434584,9.74144,0.530198,2.93536,0.959499,0.473903,0.473903,0.959499,2.93536,0.530198,9.74144,0.434584
1245,12.1587,51.6919,24.6049,21.7677,16.6516,13.5512,13.5512,16.6516,21.7677,24.6049,51.6919,12.1587
1246,0.212579,1.06177,0.246717,0.0580117,2.09128,0.983549,0.983549,2.09128,0.0580117,0.246717,1.06177,0.212579
1247,0.330517,12.5176,3.55833,2.52986,1.27117,0.533167,0.533167,1.27117,2.52986,3.55833,12.5176,0.330517
1248,1.83167,27.5753,2.70941,2.58956,7.93289,2.80763,2.80763,7.93289,2.58956,2.70941,27.5753,1.83167
1249,0.536744,7.81376,1.28251,1.95514,0.536718,0.868669,0.868669,0.536718,1.95514,1.28251,7.81376,0.536744
1250,64.8634,198.356,83.8305,80.3383,42.6819,33.8186,33.8186,42.6819,80.3383,83.8305,198.356,64.8634
1251,2.86975,17.1056,8.44677,3.29775,5.92965,1.84418,1.84418,5.92965,3.29775,8.44677,17.1056,2.86975
1252,29.837,125.185,23.9328,20.541,21.8335,20.3353,20.3353,21.8335,20.541,23.9328,125.185,29.837
1253,47.1921,125.577,29.4492,20.889,47.6643,27.3813,27.3813,47.6643,20.889,29.4492,125.577,47.1921
1254,7.56853,47.1887,7.00932,6.76085,4.54195,4.44621,4.44621,4.54195,6.76085,7.00932,47.1887,7.56853
1255,80.8405,244.903,96.3597,55.1373,73.9874,52.6431,52.6431,73.9874,55.1373,96.3597,244.903,80.8405
1256,10.3703,41.6818,6.25453,6.93067,1.94345,3.55637,3.55637,1.94345,6.93067,6.25453,41.6818,10.3703
1257,18.4687,83.1566,10.4926,29.5301,29.4035,22.0523,22.0523,29.4035,29.5301,10.4926,83.1566,18.4687
1258,6.56224,53.5885,6.38955,8.85159,7.31155,3.62309,3.62309,7.31155,8.85159,6.38955,53.5885,6.56224
1259,5.00659,41.2073,7.96712,5.49058,9.07645,2.94547,2.94547,9.07645,5.49058,7.96712,41.2073,5.00659
1260,139.693,435.973,161.446,121.473,152.01,118.325,118.325,152.01,121.473,161.446,435.973,139.693
1261,6.39404,49.2469,5.86433,7.98232,19.9043,11.76,11.76,19.9043,7.98232,5.86433,49.2469,6.39404
1262,10.4441,51.0286,5.40341,3.71062,6.3153,6.66596,6.66596,6.3153,3.71062,5.40341,51.0286,10.4441
1263,9.6679,46.9971,14.5924,9.29384,26.6827,21.2968,21.2968,26.6827,9.29384,14.5924,46.9971,9.6679
1264,20.7881,90.0598,17.3627,39.7456,63.1563,53.6571,53.6571,63.1563,39.7456,17.3627,90.0598,20.7881
1265,0.766534,6.24144,0.561356,2.69186,0.452966,0.0955269,0.0955269,0.452966,2.69186,0.561356,6.24144,0.766534
1266,5.2111,60.9488,7.10072,3.94943,9.31837,4.67696,4.67696,9.31837,3.94943,7.10072,60.9488,5.2111
1267,2.82529,36.8289,5.89961,13.3392,13.2353,4.94169,4.94169,13.2353,13.3392,5.89961,36.8289,2.82529
1268,3.49603,19.6875,2.64925,7.70549,11.7912,5.51302,5.51302,11.7912,7.70549,2.64925,19.6875,3.49603
