,p300_processed_1.csv,h3k27ac_processed_5.csv,h3k27ac_processed_4.csv,h3k27ac_processed_3.csv,h3k27ac_processed_2.csv,h3k27ac_processed_1.csv,Dnase_processed_6.csv,Dnase_processed_5.csv,Dnase_processed_4.csv,Dnase_processed_3.csv,Dnase_processed_2.csv,Dnase_processed_1.csv
0,32.9424,110.276,22.7971,29.6608,31.9963,29.4582,29.4582,31.9963,29.6608,22.7971,110.276,32.9424
1,5.12937,13.1517,1.30025,4.22123,11.1947,7.15335,7.15335,11.1947,4.22123,1.30025,13.1517,5.12937
2,31.723,101.766,34.0402,29.5577,5.17299,11.1219,11.1219,5.17299,29.5577,34.0402,101.766,31.723
3,10.6,68.9742,15.916,21.2968,6.72922,5.31437,5.31437,6.72922,21.2968,15.916,68.9742,10.6
4,11.0324,51.8985,9.87764,9.67235,13.6965,8.72115,8.72115,13.6965,9.67235,9.87764,51.8985,11.0324
5,0.238385,4.01996,0.956641,2.98229,0.970633,0.202598,0.202598,0.970633,2.98229,0.956641,4.01996,0.238385
6,0.950709,13.5478,1.64502,1.90037,1.51345,0.649806,0.649806,1.51345,1.90037,1.64502,13.5478,0.950709
7,1.17464,10.7629,2.1844,10.7827,0.853122,1.7761,1.7761,0.853122,10.7827,2.1844,10.7629,1.17464
8,0.730129,8.31342,0.188372,1.90295,0.0102041,0.166147,0.166147,0.0102041,1.90295,0.188372,8.31342,0.730129
9,4.86078,28.4234,11.0068,7.13539,4.83509,2.65948,2.65948,4.83509,7.13539,11.0068,28.4234,4.86078
10,4.69606,35.6807,9.30801,19.9562,6.61563,2.0996,2.0996,6.61563,19.9562,9.30801,35.6807,4.69606
11,5.59697,43.3664,7.04242,6.93407,2.10855,0.930148,0.930148,2.10855,6.93407,7.04242,43.3664,5.59697
12,1.89715,25.8569,2.33078,6.67587,2.49241,2.538,2.538,2.49241,6.67587,2.33078,25.8569,1.89715
13,3.35289,18.2356,4.06257,4.15139,9.28508,4.49443,4.49443,9.28508,4.15139,4.06257,18.2356,3.35289
14,7.79209,83.8452,12.3405,12.4728,18.481,10.451,10.451,18.481,12.4728,12.3405,83.8452,7.79209
15,4.84734,35.4816,4.38034,5.74717,4.63439,5.30471,5.30471,4.63439,5.74717,4.38034,35.4816,4.84734
16,30.1529,139.406,28.1952,32.933,33.4452,19.0261,19.0261,33.4452,32.933,28.1952,139.406,30.1529
17,2.24743,17.7617,2.06625,1.34512,2.56624,0.679294,0.679294,2.56624,1.34512,2.06625,17.7617,2.24743
18,1.36722,14.9638,1.45813,2.58051,0.868477,0.50179,0.50179,0.868477,2.58051,1.45813,14.9638,1.36722
19,0.355774,15.0118,4.9438,9.04301,2.79904,0.702362,0.702362,2.79904,9.04301,4.9438,15.0118,0.355774
20,1.89315,25.2027,4.46556,5.43778,1.16837,1.60873,1.60873,1.16837,5.43778,4.46556,25.2027,1.89315
21,1.94732,16.2323,3.41682,3.69975,1.25157,2.61405,2.61405,1.25157,3.69975,3.41682,16.2323,1.94732
22,22.366,87.9369,52.1946,65.26,21.8764,16.7965,16.7965,21.8764,65.26,52.1946,87.9369,22.366
23,53.8252,170.318,73.3476,61.6767,90.6082,46.682,46.682,90.6082,61.6767,73.3476,170.318,53.8252
24,0.818446,12.41,1.23805,1.0504,2.37916,0.635121,0.635121,2.37916,1.0504,1.23805,12.41,0.818446
25,2.19122,18.6428,1.40251,6.48242,8.06151,3.87813,3.87813,8.06151,6.48242,1.40251,18.6428,2.19122
26,1.1989,6.78517,0.936962,2.4279,5.50801,1.56666,1.56666,5.50801,2.4279,0.936962,6.78517,1.1989
27,5.01355,49.6148,8.87982,18.8908,17.7676,6.40009,6.40009,17.7676,18.8908,8.87982,49.6148,5.01355
28,4.39073,29.5786,4.38315,11.4338,7.2583,7.20919,7.20919,7.2583,11.4338,4.38315,29.5786,4.39073
29,0.295363,19.7602,0.706257,4.68406,4.30179,1.11184,1.11184,4.30179,4.68406,0.706257,19.7602,0.295363
30,3.8006,21.8175,2.414,6.0725,2.71319,2.54055,2.54055,2.71319,6.0725,2.414,21.8175,3.8006
31,9.00323,66.2133,24.9399,21.5895,7.45752,6.57764,6.57764,7.45752,21.5895,24.9399,66.2133,9.00323
32,3.18858,20.4011,0.91378,9.10331,2.86303,0.591699,0.591699,2.86303,9.10331,0.91378,20.4011,3.18858
33,0.0493802,6.98181,0.339672,0.0952198,0.0529204,0.154905,0.154905,0.0529204,0.0952198,0.339672,6.98181,0.0493802
34,37.1569,147.327,53.0984,55.3041,55.6029,42.9841,42.9841,55.6029,55.3041,53.0984,147.327,37.1569
35,5.53544,53.8699,7.95087,8.47809,13.2617,8.91439,8.91439,13.2617,8.47809,7.95087,53.8699,5.53544
36,15.9282,48.6553,14.5526,15.8529,22.1667,17.2967,17.2967,22.1667,15.8529,14.5526,48.6553,15.9282
37,0.154892,16.8353,5.66597,16.4367,4.50769,1.71961,1.71961,4.50769,16.4367,5.66597,16.8353,0.154892
38,0.809531,12.3206,1.11027,3.04707,0.0134836,1.13319,1.13319,0.0134836,3.04707,1.11027,12.3206,0.809531
39,25.3369,121.952,38.9846,41.2398,51.3188,31.1844,31.1844,51.3188,41.2398,38.9846,121.952,25.3369
40,1.82441,12.8412,0.526015,5.01749,1.02308,0.222792,0.222792,1.02308,5.01749,0.526015,12.8412,1.82441
41,76.252,335.575,129.511,110.02,44.7627,36.7452,36.7452,44.7627,110.02,129.511,335.575,76.252
42,0.476498,3.34633,0.280393,2.0314,0.70193,0.314148,0.314148,0.70193,2.0314,0.280393,3.34633,0.476498
43,39.0534,128.684,30.4165,62.8052,54.7483,45.7445,45.7445,54.7483,62.8052,30.4165,128.684,39.0534
44,6.48933,27.3312,3.66457,4.32255,5.61781,4.98776,4.98776,5.61781,4.32255,3.66457,27.3312,6.48933
45,3.24065,21.4949,3.18393,2.38633,13.82,16.8108,16.8108,13.82,2.38633,3.18393,21.4949,3.24065
46,20.0763,77.9402,27.7008,26.453,8.083,5.355,5.355,8.083,26.453,27.7008,77.9402,20.0763
47,121.539,343.287,99.4521,109.327,56.0224,42.2085,42.2085,56.0224,109.327,99.4521,343.287,121.539
48,0.645566,6.25506,0.130207,3.45627,0.270113,0.244455,0.244455,0.270113,3.45627,0.130207,6.25506,0.645566
49,3.15082,17.4168,13.3789,13.8859,12.3581,5.98429,5.98429,12.3581,13.8859,13.3789,17.4168,3.15082
50,0.135472,5.13967,0.308172,0.461539,0.0840627,1.36152,1.36152,0.0840627,0.461539,0.308172,5.13967,0.135472
51,6.1154,53.3722,15.2111,15.2487,22.6814,8.45493,8.45493,22.6814,15.2487,15.2111,53.3722,6.1154
52,17.822,74.9234,32.2918,24.0468,28.1371,19.699,19.699,28.1371,24.0468,32.2918,74.9234,17.822
53,0.300908,5.83557,0.264928,0.819927,2.10606,0.836929,0.836929,2.10606,0.819927,0.264928,5.83557,0.300908
54,10.7875,71.5647,15.8219,21.767,19.0679,25.7093,25.7093,19.0679,21.767,15.8219,71.5647,10.7875
55,3.41248,39.1858,4.80406,15.1038,5.53549,7.42862,7.42862,5.53549,15.1038,4.80406,39.1858,3.41248
56,0.426793,14.1704,6.25534,4.5639,3.9094,0.658148,0.658148,3.9094,4.5639,6.25534,14.1704,0.426793
57,45.3486,107.168,66.1468,27.2686,29.5131,29.2408,29.2408,29.5131,27.2686,66.1468,107.168,45.3486
58,16.1437,68.9596,17.3467,9.05945,37.6282,17.4665,17.4665,37.6282,9.05945,17.3467,68.9596,16.1437
59,0.12438,6.19467,1.84815,2.46138,2.00737,3.63716,3.63716,2.00737,2.46138,1.84815,6.19467,0.12438
60,2.72597,32.7398,7.32461,3.72973,10.7146,5.30482,5.30482,10.7146,3.72973,7.32461,32.7398,2.72597
61,82.1639,266.714,95.1042,95.3623,23.6996,13.979,13.979,23.6996,95.3623,95.1042,266.714,82.1639
62,132.044,422.236,116.458,139.524,54.8217,43.0472,43.0472,54.8217,139.524,116.458,422.236,132.044
63,2.51988,36.1918,2.40634,12.6999,13.1309,7.5781,7.5781,13.1309,12.6999,2.40634,36.1918,2.51988
64,1.42322,13.4409,2.59578,5.71571,4.62102,3.65401,3.65401,4.62102,5.71571,2.59578,13.4409,1.42322
65,0.260298,7.641,0.155547,0.0754217,0.478921,0.113465,0.113465,0.478921,0.0754217,0.155547,7.641,0.260298
66,4.92352,52.9547,1.29907,5.69549,9.56999,12.0595,12.0595,9.56999,5.69549,1.29907,52.9547,4.92352
67,85.2532,303.019,113.025,63.7421,17.5273,10.9742,10.9742,17.5273,63.7421,113.025,303.019,85.2532
68,28.3685,135.528,35.2114,34.9382,52.4556,52.3614,52.3614,52.4556,34.9382,35.2114,135.528,28.3685
69,11.7229,65.0317,47.0399,41.9357,12.0117,10.243,10.243,12.0117,41.9357,47.0399,65.0317,11.7229
70,46.3448,165.935,73.3759,58.5851,32.9734,26.8332,26.8332,32.9734,58.5851,73.3759,165.935,46.3448
71,1.43033,11.7195,2.8021,2.26,10.4477,5.78616,5.78616,10.4477,2.26,2.8021,11.7195,1.43033
72,0.521914,6.30471,0.815335,1.35981,1.20704,1.41133,1.41133,1.20704,1.35981,0.815335,6.30471,0.521914
73,2.63788,21.6821,9.35172,8.2776,8.94404,7.8139,7.8139,8.94404,8.2776,9.35172,21.6821,2.63788
74,8.19468,35.3216,8.93906,5.21661,36.6502,23.4921,23.4921,36.6502,5.21661,8.93906,35.3216,8.19468
75,2.13701,27.0743,1.32832,4.36381,5.87361,6.54707,6.54707,5.87361,4.36381,1.32832,27.0743,2.13701
76,2.58687,20.5809,2.4096,4.83176,6.99043,0.969184,0.969184,6.99043,4.83176,2.4096,20.5809,2.58687
77,28.4393,78.7892,21.0253,18.9164,30.1465,17.6631,17.6631,30.1465,18.9164,21.0253,78.7892,28.4393
78,56.8833,198.423,49.76,45.3428,25.1475,10.4751,10.4751,25.1475,45.3428,49.76,198.423,56.8833
79,2.45279,31.8427,2.54733,4.53662,6.07762,2.4873,2.4873,6.07762,4.53662,2.54733,31.8427,2.45279
80,24.7085,55.5725,11.7406,4.24871,6.0668,4.51543,4.51543,6.0668,4.24871,11.7406,55.5725,24.7085
81,2.80485,31.0394,2.92917,5.82395,17.7743,14.0349,14.0349,17.7743,5.82395,2.92917,31.0394,2.80485
82,13.0246,86.6865,33.127,40.4424,55.922,27.9868,27.9868,55.922,40.4424,33.127,86.6865,13.0246
83,0.0670201,1.57797,0.0310167,1.89565,1.09982,0.485427,0.485427,1.09982,1.89565,0.0310167,1.57797,0.0670201
84,25.3778,76.8958,45.934,28.6986,29.2357,30.213,30.213,29.2357,28.6986,45.934,76.8958,25.3778
85,5.02099,54.7816,8.45095,8.98576,8.1202,3.9448,3.9448,8.1202,8.98576,8.45095,54.7816,5.02099
86,20.8433,88.8579,46.0852,31.2264,33.4339,11.1158,11.1158,33.4339,31.2264,46.0852,88.8579,20.8433
87,2.54954,40.5119,8.83044,7.55662,15.8252,5.79308,5.79308,15.8252,7.55662,8.83044,40.5119,2.54954
88,0.402448,16.124,2.30881,3.04357,2.53202,2.15779,2.15779,2.53202,3.04357,2.30881,16.124,0.402448
89,1.07941,8.65638,0.486479,2.88449,24.8089,15.3634,15.3634,24.8089,2.88449,0.486479,8.65638,1.07941
90,0.82147,12.1252,1.27861,2.7984,2.57208,1.05808,1.05808,2.57208,2.7984,1.27861,12.1252,0.82147
91,1.73206,22.5166,3.22908,2.82753,6.6727,3.70621,3.70621,6.6727,2.82753,3.22908,22.5166,1.73206
92,6.99409,59.3557,7.81561,16.3315,3.99611,1.89462,1.89462,3.99611,16.3315,7.81561,59.3557,6.99409
93,9.06278,50.2594,22.6815,21.4685,53.1727,26.7017,26.7017,53.1727,21.4685,22.6815,50.2594,9.06278
94,0.0,5.15039,0.412932,0.129862,0.0742143,0.364766,0.364766,0.0742143,0.129862,0.412932,5.15039,0
95,4.06814,15.3535,5.38918,2.25123,17.4328,7.94005,7.94005,17.4328,2.25123,5.38918,15.3535,4.06814
96,5.57224,38.501,4.04794,9.3764,14.0623,8.80064,8.80064,14.0623,9.3764,4.04794,38.501,5.57224
97,42.1063,142.64,19.9816,22.8585,36.3742,37.7556,37.7556,36.3742,22.8585,19.9816,142.64,42.1063
98,199.107,659.511,201.867,183.903,131.38,89.8263,89.8263,131.38,183.903,201.867,659.511,199.107
99,77.5956,240.235,92.4261,84.1822,57.4522,34.1235,34.1235,57.4522,84.1822,92.4261,240.235,77.5956
100,80.2676,335.454,111.983,149.238,35.729,23.3707,23.3707,35.729,149.238,111.983,335.454,80.2676
101,0.611496,18.6886,2.34651,9.26416,7.4916,8.03968,8.03968,7.4916,9.26416,2.34651,18.6886,0.611496
102,0.72115,10.5423,1.97304,6.12574,3.1478,4.9687,4.9687,3.1478,6.12574,1.97304,10.5423,0.72115
103,3.70388,33.9218,7.2507,9.36908,5.24158,1.90188,1.90188,5.24158,9.36908,7.2507,33.9218,3.70388
104,17.4664,96.2586,16.8125,9.61031,11.5541,4.04847,4.04847,11.5541,9.61031,16.8125,96.2586,17.4664
105,20.0224,65.6664,13.9649,13.3703,11.02,8.25821,8.25821,11.02,13.3703,13.9649,65.6664,20.0224
106,0.554906,20.6643,1.90757,2.00838,4.32886,1.71774,1.71774,4.32886,2.00838,1.90757,20.6643,0.554906
107,7.31134,29.6116,9.00576,6.17816,11.3517,4.26029,4.26029,11.3517,6.17816,9.00576,29.6116,7.31134
108,11.6853,61.0851,30.3775,24.376,61.5876,36.7852,36.7852,61.5876,24.376,30.3775,61.0851,11.6853
109,11.7556,75.5423,17.993,15.5333,8.50809,10.8797,10.8797,8.50809,15.5333,17.993,75.5423,11.7556
110,2.69027,14.4116,1.56453,3.04043,0.332156,1.02065,1.02065,0.332156,3.04043,1.56453,14.4116,2.69027
111,15.1627,69.069,11.55,15.3515,7.6093,4.58566,4.58566,7.6093,15.3515,11.55,69.069,15.1627
112,11.0343,50.7073,34.4349,32.049,10.023,4.51176,4.51176,10.023,32.049,34.4349,50.7073,11.0343
113,5.50321,39.7678,3.42116,4.66688,9.19033,6.49234,6.49234,9.19033,4.66688,3.42116,39.7678,5.50321
114,0.932919,10.5645,1.80762,5.69287,1.65923,0.918565,0.918565,1.65923,5.69287,1.80762,10.5645,0.932919
115,3.12457,43.945,12.6288,20.6284,27.8077,8.45521,8.45521,27.8077,20.6284,12.6288,43.945,3.12457
116,0.0882021,8.14344,1.35659,2.78498,0.0318211,0.988549,0.988549,0.0318211,2.78498,1.35659,8.14344,0.0882021
117,42.1751,95.7603,25.4028,9.67895,29.7534,38.489,38.489,29.7534,9.67895,25.4028,95.7603,42.1751
118,0.357733,5.37889,2.26413,1.57029,2.28022,0.296462,0.296462,2.28022,1.57029,2.26413,5.37889,0.357733
119,5.66845,40.4513,4.00418,11.1932,4.3392,2.93005,2.93005,4.3392,11.1932,4.00418,40.4513,5.66845
120,62.7406,174.109,59.0633,54.6965,67.0945,50.1332,50.1332,67.0945,54.6965,59.0633,174.109,62.7406
121,66.8037,203.343,70.1765,63.8044,91.4436,62.929,62.929,91.4436,63.8044,70.1765,203.343,66.8037
122,17.3857,83.1876,24.2693,18.5155,22.2563,12.4738,12.4738,22.2563,18.5155,24.2693,83.1876,17.3857
123,3.70381,28.3979,4.08285,4.66475,3.93185,1.18911,1.18911,3.93185,4.66475,4.08285,28.3979,3.70381
124,1.32574,24.6011,3.3665,7.14507,5.74495,5.27728,5.27728,5.74495,7.14507,3.3665,24.6011,1.32574
125,1.41522,7.65545,4.68513,4.93452,15.6224,7.94666,7.94666,15.6224,4.93452,4.68513,7.65545,1.41522
126,0.412353,8.36217,0.129141,4.54671,0.488382,0.759163,0.759163,0.488382,4.54671,0.129141,8.36217,0.412353
127,0.0762679,2.56796,0.42792,0.920584,0.326084,0.0810132,0.0810132,0.326084,0.920584,0.42792,2.56796,0.0762679
128,4.78465,49.1226,4.1953,9.47173,7.9007,3.34207,3.34207,7.9007,9.47173,4.1953,49.1226,4.78465
129,1.04564,19.1432,3.91831,7.23564,5.26541,1.91083,1.91083,5.26541,7.23564,3.91831,19.1432,1.04564
130,0.885222,11.0715,1.53485,0.922825,2.84924,0.563943,0.563943,2.84924,0.922825,1.53485,11.0715,0.885222
131,3.60971,25.8117,2.45556,2.99393,9.02018,5.5336,5.5336,9.02018,2.99393,2.45556,25.8117,3.60971
132,1.42065,23.9612,2.36139,6.58196,1.69391,2.40331,2.40331,1.69391,6.58196,2.36139,23.9612,1.42065
133,24.2504,70.6923,29.2742,4.97878,26.6199,16.403,16.403,26.6199,4.97878,29.2742,70.6923,24.2504
134,72.5502,188.474,77.4764,52.0014,33.0281,24.464,24.464,33.0281,52.0014,77.4764,188.474,72.5502
135,185.605,573.687,211.172,161.877,80.4153,52.8239,52.8239,80.4153,161.877,211.172,573.687,185.605
136,21.3339,57.3118,29.3369,17.0468,22.2591,14.0867,14.0867,22.2591,17.0468,29.3369,57.3118,21.3339
137,77.1644,276.291,111.891,58.8285,74.7486,56.9465,56.9465,74.7486,58.8285,111.891,276.291,77.1644
138,10.9204,38.274,6.67829,5.52018,21.0601,9.31799,9.31799,21.0601,5.52018,6.67829,38.274,10.9204
139,25.137,65.0101,20.7298,16.3266,4.38749,2.36531,2.36531,4.38749,16.3266,20.7298,65.0101,25.137
140,48.4971,163.549,47.876,52.6574,55.4879,42.8977,42.8977,55.4879,52.6574,47.876,163.549,48.4971
141,14.7056,73.3673,16.5985,26.2046,20.7005,16.9722,16.9722,20.7005,26.2046,16.5985,73.3673,14.7056
142,359.99,1022.42,354.592,231.892,293.784,213.583,213.583,293.784,231.892,354.592,1022.42,359.99
143,61.1054,211.581,47.877,42.946,37.5539,27.6098,27.6098,37.5539,42.946,47.877,211.581,61.1054
144,24.3148,95.5659,20.7678,20.4919,9.88609,9.90507,9.90507,9.88609,20.4919,20.7678,95.5659,24.3148
145,15.9225,93.8039,23.7422,26.8427,10.2898,8.9108,8.9108,10.2898,26.8427,23.7422,93.8039,15.9225
146,59.27,195.636,58.9778,53.9619,31.4501,21.4693,21.4693,31.4501,53.9619,58.9778,195.636,59.27
147,115.797,340.697,151.074,81.0877,68.9013,41.1381,41.1381,68.9013,81.0877,151.074,340.697,115.797
148,23.6048,109.929,28.01,42.1828,32.891,23.6994,23.6994,32.891,42.1828,28.01,109.929,23.6048
149,9.78122,46.5425,7.90459,10.4975,40.512,12.6162,12.6162,40.512,10.4975,7.90459,46.5425,9.78122
150,4.6661,36.6423,4.60009,11.0117,5.50731,1.22837,1.22837,5.50731,11.0117,4.60009,36.6423,4.6661
151,34.885,129.464,34.2595,43.883,46.4682,33.6604,33.6604,46.4682,43.883,34.2595,129.464,34.885
152,8.29936,53.885,10.6552,24.7238,23.1388,21.7307,21.7307,23.1388,24.7238,10.6552,53.885,8.29936
153,0.0,10.5754,0.00719424,1.23867,0.6274,0.22973,0.22973,0.6274,1.23867,0.00719424,10.5754,0
154,20.8373,62.6575,18.0086,16.9,8.30858,6.717,6.717,8.30858,16.9,18.0086,62.6575,20.8373
155,3.65156,26.0323,7.30961,7.52473,3.31476,3.62822,3.62822,3.31476,7.52473,7.30961,26.0323,3.65156
156,1.00155,28.0862,3.0615,4.75085,8.27072,5.93648,5.93648,8.27072,4.75085,3.0615,28.0862,1.00155
157,10.866,46.9098,24.9907,19.158,33.6809,27.7713,27.7713,33.6809,19.158,24.9907,46.9098,10.866
158,6.66572,43.9355,5.84018,23.5709,32.5634,20.2928,20.2928,32.5634,23.5709,5.84018,43.9355,6.66572
159,9.74724,43.0146,5.50175,5.44617,11.3444,8.06694,8.06694,11.3444,5.44617,5.50175,43.0146,9.74724
160,5.0427,26.2239,9.44376,10.6954,28.8248,15.8916,15.8916,28.8248,10.6954,9.44376,26.2239,5.0427
161,21.9458,56.0578,8.93651,5.00722,34.0229,23.0292,23.0292,34.0229,5.00722,8.93651,56.0578,21.9458
162,31.8023,147.726,75.2421,65.9717,16.9131,17.9972,17.9972,16.9131,65.9717,75.2421,147.726,31.8023
163,8.45173,62.0192,9.31623,9.95026,29.4123,11.8963,11.8963,29.4123,9.95026,9.31623,62.0192,8.45173
164,107.55,290.306,92.9131,54.891,122.788,93.5248,93.5248,122.788,54.891,92.9131,290.306,107.55
165,0.37252,11.9449,1.66708,8.77641,3.72669,2.04878,2.04878,3.72669,8.77641,1.66708,11.9449,0.37252
166,9.6706,48.2847,5.73576,3.99945,4.08833,5.9942,5.9942,4.08833,3.99945,5.73576,48.2847,9.6706
167,41.4329,89.1478,39.792,33.1498,35.8,14.7474,14.7474,35.8,33.1498,39.792,89.1478,41.4329
168,1.43853,12.705,1.18411,2.37248,1.73801,1.18669,1.18669,1.73801,2.37248,1.18411,12.705,1.43853
169,27.6705,102.366,29.9934,21.0205,20.6347,11.8023,11.8023,20.6347,21.0205,29.9934,102.366,27.6705
170,0.807101,20.4592,8.36899,26.4415,15.0125,11.7287,11.7287,15.0125,26.4415,8.36899,20.4592,0.807101
171,0.481413,22.1776,3.71997,7.48873,3.68024,2.46812,2.46812,3.68024,7.48873,3.71997,22.1776,0.481413
172,1.49021,13.6399,0.961169,5.06092,7.38238,4.05166,4.05166,7.38238,5.06092,0.961169,13.6399,1.49021
173,16.7629,93.2979,33.7055,55.327,13.233,6.80881,6.80881,13.233,55.327,33.7055,93.2979,16.7629
174,0.0,2.91741,0.00719424,0.275055,1.35252,0.130267,0.130267,1.35252,0.275055,0.00719424,2.91741,0
175,0.693897,31.134,4.35191,10.4327,3.7951,6.20376,6.20376,3.7951,10.4327,4.35191,31.134,0.693897
176,8.20219,47.5043,9.08451,14.5106,22.8076,12.9367,12.9367,22.8076,14.5106,9.08451,47.5043,8.20219
177,0.263435,12.3812,0.983796,5.32557,7.74647,1.16037,1.16037,7.74647,5.32557,0.983796,12.3812,0.263435
178,1.34238,12.2729,1.13369,3.94882,2.12931,0.118744,0.118744,2.12931,3.94882,1.13369,12.2729,1.34238
179,0.550399,9.81328,0.362907,5.20638,1.09864,0.42179,0.42179,1.09864,5.20638,0.362907,9.81328,0.550399
180,4.86675,39.7129,3.61945,10.4577,9.66859,6.61062,6.61062,9.66859,10.4577,3.61945,39.7129,4.86675
181,4.14325,46.602,7.16688,22.5413,8.61831,3.80153,3.80153,8.61831,22.5413,7.16688,46.602,4.14325
182,9.24329,30.8605,13.7356,5.67007,21.136,7.18189,7.18189,21.136,5.67007,13.7356,30.8605,9.24329
183,10.8892,42.4248,2.42195,8.08744,8.67089,3.8493,3.8493,8.67089,8.08744,2.42195,42.4248,10.8892
184,9.63333,45.3069,13.1874,17.3376,2.58887,2.26755,2.26755,2.58887,17.3376,13.1874,45.3069,9.63333
185,1.22189,14.5877,4.05862,2.87059,4.45201,1.82636,1.82636,4.45201,2.87059,4.05862,14.5877,1.22189
186,0.136094,11.6277,1.01205,2.1316,0.733794,0.822184,0.822184,0.733794,2.1316,1.01205,11.6277,0.136094
187,1.67564,14.8176,2.58738,7.59062,1.54389,1.3848,1.3848,1.54389,7.59062,2.58738,14.8176,1.67564
188,0.976906,10.304,0.44166,3.24747,2.43859,1.19888,1.19888,2.43859,3.24747,0.44166,10.304,0.976906
189,29.8953,108.293,46.9453,33.8374,29.4225,19.0037,19.0037,29.4225,33.8374,46.9453,108.293,29.8953
190,0.636344,7.77737,0.883262,2.73276,1.30524,1.5369,1.5369,1.30524,2.73276,0.883262,7.77737,0.636344
191,25.5211,149.546,44.9224,73.6022,25.5284,23.6769,23.6769,25.5284,73.6022,44.9224,149.546,25.5211
192,9.05829,48.7093,7.4577,28.6014,17.3609,19.635,19.635,17.3609,28.6014,7.4577,48.7093,9.05829
193,7.99915,25.5241,3.23099,7.45538,13.996,10.4763,10.4763,13.996,7.45538,3.23099,25.5241,7.99915
194,1.86549,20.0776,5.33066,6.14073,5.5444,0.770876,0.770876,5.5444,6.14073,5.33066,20.0776,1.86549
195,2.94831,34.237,1.0247,7.9676,1.27201,0.736928,0.736928,1.27201,7.9676,1.0247,34.237,2.94831
196,1.40613,22.95,0.443184,4.43681,0.623895,0.151979,0.151979,0.623895,4.43681,0.443184,22.95,1.40613
197,1.53077,21.5173,2.48435,5.95836,10.6928,5.96736,5.96736,10.6928,5.95836,2.48435,21.5173,1.53077
198,13.0241,50.3697,16.3509,13.2783,29.8093,11.9282,11.9282,29.8093,13.2783,16.3509,50.3697,13.0241
199,0.188727,7.8892,0.942557,0.725566,0.567446,0.475755,0.475755,0.567446,0.725566,0.942557,7.8892,0.188727
200,1.96285,18.6995,0.604041,4.72582,3.51349,1.87635,1.87635,3.51349,4.72582,0.604041,18.6995,1.96285
201,4.71839,32.3119,6.72262,23.8458,19.5386,5.04298,5.04298,19.5386,23.8458,6.72262,32.3119,4.71839
202,2.31637,20.3794,24.8602,35.2166,0.853636,0.701863,0.701863,0.853636,35.2166,24.8602,20.3794,2.31637
203,1.07339,7.78464,5.46161,11.0319,2.11298,1.56946,1.56946,2.11298,11.0319,5.46161,7.78464,1.07339
204,0.632164,10.8584,1.28902,3.28665,0.657082,0.34532,0.34532,0.657082,3.28665,1.28902,10.8584,0.632164
205,0.176477,10.9598,3.82749,2.2095,10.404,3.27138,3.27138,10.404,2.2095,3.82749,10.9598,0.176477
206,42.2793,147.093,56.2439,49.5943,37.9175,31.9979,31.9979,37.9175,49.5943,56.2439,147.093,42.2793
207,0.892238,13.1836,0.758529,11.351,0.7869,0.83368,0.83368,0.7869,11.351,0.758529,13.1836,0.892238
208,1.2184,21.6354,8.30112,7.36864,5.04696,3.11372,3.11372,5.04696,7.36864,8.30112,21.6354,1.2184
209,13.0564,83.7171,12.0953,31.797,6.92929,6.29014,6.29014,6.92929,31.797,12.0953,83.7171,13.0564
210,0.0814086,9.04307,0.492912,2.64244,0.869774,0.549886,0.549886,0.869774,2.64244,0.492912,9.04307,0.0814086
211,1.28179,5.45241,0.746613,2.40023,2.29731,0.256032,0.256032,2.29731,2.40023,0.746613,5.45241,1.28179
212,1.70862,31.2748,11.3273,17.8597,6.93011,0.713099,0.713099,6.93011,17.8597,11.3273,31.2748,1.70862
213,1.20157,5.7673,0.682564,3.35357,1.02423,0.515168,0.515168,1.02423,3.35357,0.682564,5.7673,1.20157
214,21.1749,135.542,54.0956,91.7512,12.5224,9.78664,9.78664,12.5224,91.7512,54.0956,135.542,21.1749
215,0.250164,7.90237,1.15712,2.42646,1.63427,0.474166,0.474166,1.63427,2.42646,1.15712,7.90237,0.250164
216,3.3548,25.4444,4.59645,9.77783,7.44142,10.3035,10.3035,7.44142,9.77783,4.59645,25.4444,3.3548
217,0.603974,10.3035,1.16539,1.71898,1.29764,0.422798,0.422798,1.29764,1.71898,1.16539,10.3035,0.603974
218,0.499973,9.0161,0.486868,2.32072,0.504243,0.519773,0.519773,0.504243,2.32072,0.486868,9.0161,0.499973
219,12.7,71.6902,30.4877,43.6726,7.5029,3.04899,3.04899,7.5029,43.6726,30.4877,71.6902,12.7
220,0.0261373,12.8522,0.744053,5.10579,1.24509,0.506527,0.506527,1.24509,5.10579,0.744053,12.8522,0.0261373
221,210.832,583.434,257.868,133.14,99.0074,66.5999,66.5999,99.0074,133.14,257.868,583.434,210.832
222,319.713,953.631,342.012,273.218,132.756,95.2612,95.2612,132.756,273.218,342.012,953.631,319.713
223,10.2955,51.9718,8.5504,13.8648,11.2686,6.95086,6.95086,11.2686,13.8648,8.5504,51.9718,10.2955
224,34.7174,119.536,55.5768,43.0967,39.4708,24.3935,24.3935,39.4708,43.0967,55.5768,119.536,34.7174
225,53.184,86.1549,35.5973,20.9767,32.3708,39.8889,39.8889,32.3708,20.9767,35.5973,86.1549,53.184
226,0.161131,10.3444,1.34245,3.28276,3.58713,1.92133,1.92133,3.58713,3.28276,1.34245,10.3444,0.161131
