,h3k27ac_processed_4.csv,h3k27ac_processed_3.csv,h3k27ac_processed_2.csv,h3k27ac_processed_1.csv,H3K27ac_1.csv,GSM759878_E10_5_hindlimb_H3K27me3_ChIP_seq_rep1_1_all_RPM.csv,GSM759864_E10_5_forelimb_H3K27ac_ChIP_seq_rep1_index_6_1_all_RPM.csv,GSM1036127_ChIPSeq_Smc1a_e11_5limb_rep1_1_all_RPM.csv,ENCFF002DTF_limb_H3K36me3-mouse_115_day_b1_t1_all_RPM.csv,ENCFF002BGH_limb_H3K4me2-mouse_115_day_b2_t1_all_RPM.csv,ENCFF001ZUQ_limb_H3K4me3-mouse_115_day_b1_t1_all_RPM.csv,ENCFF001ZTO_limb_H3K27me3-mouse_115_day_b1_t1_all_RPM.csv,ENCFF001ZSS_limb_H3K9ac-mouse_115_day_b1_t1_all_RPM.csv,ENCFF001ZRY_limb_H3K4me1-mouse_115_day_b1_t1_all_RPM.csv,Dnase_processed_6.csv,Dnase_processed_5.csv,Dnase_processed_4.csv,Dnase_processed_3.csv,Dnase_processed_2.csv,Dnase_processed_1.csv
218,0.0146266,0.0569669,0.0138568,0.00307929,0.00139536,0.000896406,0.00217593,0.000995119,0.00120445,0.00100041,0.000267681,0.00202736,0.00236711,0.00202736,0.000605584,0.000333991,0.00184354,0.000828214,0.00134839,0.00261126
219,0.647872,0.881915,0.171277,0.0787234,0.00399937,0.00232886,0.00168682,0.0024753,0.0032715,0.000576032,0.00311343,0.00420245,7.26919e-05,0.00420245,0.00195269,0.000923094,0.00262724,0.00150423,0.00436637,0.00144341
220,0.0114703,0.134515,0.0364963,0.0187696,0.00252009,0.000485685,0.000575098,0.00195449,0.00022503,0.00112924,0.000302153,0.0015447,0.000178129,0.0015447,0.00136714,0.000603203,0.00101447,0.00173085,0.00395274,0.000707409
221,5.68107,3.11436,2.19441,1.46633,0.00818895,0.00597751,0.00175197,0.00197102,0.013025,0.000688018,0.0110457,0.00763373,0.000303884,0.00763373,0.000832967,0.00643156,0.00675143,0.0211694,0.0298962,0.0327566
222,1.93367,1.52377,0.758326,0.59721,0.0179631,0.00772973,0.00204092,0.00395561,0.0414961,0.00181877,0.00739877,0.0121116,0.0020715,0.0121116,0.0086585,0.00905665,0.00930927,0.0482209,0.062071,0.0100419
223,0.0779745,0.107176,0.083877,0.0552967,0.0152659,0.00467364,0.00149916,0.00244958,0.00296655,0.00161482,0.00133225,0.0025822,0.00112504,0.0025822,0.00130335,0.00175213,0.00383597,0.00671302,0.0114673,0.000632251
224,1.93027,1.44558,1.31122,0.828231,0.0375622,0.00807972,0.00164142,0.0016488,0.0160568,0.00405181,0.0034003,0.0100773,0.00232417,0.0100773,0.00445949,0.00270544,0.00241818,0.0283861,0.0438378,0.004615
225,1.07491,0.616725,1.03136,1.24739,0.00608168,0.0344866,0.00312271,0.115303,0.338557,0.00264131,0.00651213,0.0100363,0.0159517,0.0100363,0.0155321,0.00453506,0.00717073,0.00192785,0.0016396,0.00118189
226,0.0204242,0.0636292,0.0667714,0.0408484,0.000263678,0.000731772,0.000270777,0.000101544,0.00186476,0.00102084,0.00143403,0.000711137,0.000697798,0.000711137,0.000102992,0.000340812,0.000470299,0.00156953,0.00166343,0.00106584
227,0.481658,0.836957,0.4375,0.216712,0.00921245,0.00123404,0.00107718,0.000614716,0.00582759,0.000220708,0.00283465,0.0056468,0.00215854,0.0056468,0.00195951,0.00432283,0.00554155,0.00256851,0.00818732,0.000921746
228,0.0975309,0.325309,0.233333,0.101235,0.0104014,0.00336391,0.00148944,0.000877731,0.00439601,0.00133696,0.00177078,0.00228605,0.00158173,0.00228605,0.000971178,0.00178541,0.00415757,0.00314975,0.00559968,0.000418768
229,0.0343666,0.100404,0.140162,0.101752,0.00176426,0.00131822,0.000789742,0.00195989,0.00196318,0.000364872,0.000605303,0.00271738,0.000828807,0.00271738,0.00106018,0.000292354,0.00166415,0.000642113,0.00260721,0.000914292
230,2.01537,1.39652,1.20902,0.923156,0.0136878,0.00372236,0.000635716,0.00218534,0.0182416,0.00122053,0.00623469,0.00379447,0.00322049,0.00379447,0.00255233,0.00118539,0.0049073,0.00270852,0.00693743,0.00973122
231,0.0289855,0.0277778,0.00241546,0.00120773,8.10778e-05,0,0.00133217,0.000312236,0,0.00013079,0.00048994,0.000894543,0.00115535,0.000894543,0.000158344,0.00157194,0.00207879,0.00115084,0.000884048,0
232,0.0139165,0.0626243,0.0626243,0.0487078,0.000133464,0.000601892,0.00123352,0.00128495,0.000911697,0.000538241,0,0.000490843,0.00190184,0.000490843,0.000781962,0.00100629,0.000967071,0.00210831,0.00327432,0.00134872
233,0.989621,0.7501,0.487026,0.356487,0.0133997,0.00234281,0.00206407,0.00180611,0.00687041,0.000907853,0.00165415,0.00502658,0.0018958,0.00502658,0.00340203,0.00242474,0.00289785,0.0196702,0.0226987,0.00460395
234,0.021658,0.0828977,0.064227,0.0545183,0.000350954,0.000695702,0.000411889,0.000724044,0.000926716,0.00024263,0.000519368,0.000122924,0.00127577,0.000122924,9.79156e-05,0.000108004,0.00190025,0.00211198,0.00150334,0
235,0.0236637,0.0804566,0.0437082,0.0247773,0.000411167,0.00150416,0.0005182,0.000863692,0.000871147,0.00391932,0.000443682,0.00206203,0.00105577,0.00206203,0.000328503,0.000281828,0.0015209,0.00285821,0.00164483,0.000566597
236,0.026513,0.12219,0.104899,0.0760807,0.00475924,0.000671142,0.00218541,0.000894058,0.00155478,0.00243427,0.000384126,0.00180249,0.00198887,0.00180249,0.00120907,0.00025006,0.00198413,0.00219688,0.000964337,0
237,0.304434,0.507611,0.354732,0.493713,0.00893025,0.00295924,0.0236339,0.00791335,0.0104617,0.00315349,0.00243548,0.00163398,0.0642831,0.00163398,0.00303694,0.00133994,0.00163442,0.00199363,0.00202428,0.000448977
238,0.135708,0.566582,0.210348,0.258694,0.00671893,0.00442464,0.0269561,0.00734589,0.0032032,0.000459262,0.000712737,0.000837638,0.0277321,0.000837638,0.000556018,0,0.000507796,0.000443219,0.00037695,0
239,0.16,0.425965,0.232982,0.263158,0.0054177,0.00575269,0.0350263,0.00263067,0.00287739,0.00151991,0.000894711,0.00213686,0.0191805,0.00213686,0.00101207,0.00101486,0.000787752,0.000625557,0.000330222,0
240,0.729747,0.587168,0.406999,0.280622,0.0139225,0.0028375,0.00187652,0.00297403,0.00814685,0.00287754,0.00339905,0.00437357,0.00183779,0.00437357,0.00246414,0.00121843,0.00354054,0.0113551,0.00977594,0.00219833
241,0.297747,0.439765,0.122919,0.0778648,0.00568751,0.00369515,0.00168805,0.00132937,0.00155882,0.001591,0.00175959,0.00274058,0.00158947,0.00274058,0.00218301,0.00134561,0.00205232,0.00931791,0.00958903,0.000996677
242,0.429107,0.403498,0.382261,0.201124,0.0139213,0.0039275,0.00107651,0.00189741,0.00269587,0.000270566,0.000832553,0.0012337,0.000618858,0.0012337,0.000491352,0.000541979,0.00172951,0.00347513,0.00506196,0
243,0.0367861,0.143272,0.0309777,0.0300097,0.00194963,0.00225446,0.00186865,0.00150164,0.00172351,0.00576589,0.00129034,0.00414278,0.00343967,0.00414278,0.00152305,0.00125998,0.000724457,0.00172588,0.0037455,0
244,0.135436,0.707792,0.202226,0.191095,0.00205507,0.00151225,0.0156681,0.00257812,0.00420397,0.00200916,0.00104831,0.000305373,0.0443387,0.000305373,0.00048649,0.000536616,0.000624794,0.000114058,9.70041e-05,0.00188795
245,0.122642,0.598113,0.322013,0.41761,0.00257552,0.00322232,0.013918,0.00560965,0.00393605,0.000612984,0.00287942,0.00119047,0.0226264,0.00119047,0.000577209,0.000727638,0.000564803,0.000135327,0.00052614,0.00256002
246,0.200883,0.557395,0.279249,0.243929,0.0112628,0.00339304,0.0149902,0.0092027,0.0117906,0.000478119,0.00732407,0.00190757,0.0473637,0.00190757,0.000434136,0.000319245,0.000578206,3.39278e-05,0.00017313,0
247,0.0415149,0.0844865,0.0466133,0.0480699,0.00899662,0.00108556,0.00336414,0.00258908,0.00153248,0.0021296,0.00109743,0.000599402,0.00213999,0.000599402,0.000190982,0.00147462,0.00130814,0.00546264,0.00723539,0.000494104
248,0.525091,0.709818,0.322182,0.459636,0.00576118,0.00193084,0.0132866,0.00531165,0.0103194,0.000708833,0.00373006,0.000538678,0.00882084,0.000538678,0.000190704,0.000210353,0.000489838,0.00127425,0.0017872,0.000986771
249,2.34807,2.60221,0.705341,0.423573,0.00717067,0.00111511,0.00672893,0.00654661,0.0155991,0.000398873,0.0235867,0.00151562,0.00144715,0.00151562,0.00120727,0.00186432,0.0055128,0.000792522,4.81448e-05,0.0112443
250,0.0339623,0.0402516,0.0150943,0.0163522,0.00219552,0.00134752,0.00225463,0.000894293,0.000135726,0.000136219,0.000182242,0.000103519,0.00339504,0.000103519,0.000164917,0.000181909,0.000376535,0.000579973,3.28838e-05,0.00085334
251,0.0117541,0.022604,0.00904159,0.0045208,0.000121397,0.00012634,6.23325e-05,5.84384e-05,4.87803e-05,0.000489575,5.23986e-05,0.00305083,0.00191523,0.00305083,0.00071126,0.000130758,0.00108262,0.000917154,0.000449104,0
252,0.0584919,0.121564,0.0891473,0.0789288,0.00257837,0.00516977,0.00376521,0.0019358,0.00209112,0.00137371,0.00126606,0.00168192,0.00294943,0.00168192,0.00184791,0.000764366,0.00237324,0.00329264,0.00677055,0
253,0.0500275,0.0791644,0.114349,0.0632216,0.00372752,0.00417377,0.00449113,0.00223852,0.00206135,0.00178605,0.00105934,0.00223955,0.00432935,0.00223955,0.00086493,0.000596281,0.00178965,0.00567793,0.00822795,0.00130534
254,0.548587,0.541006,0.31082,0.157592,0.0103945,0.00374501,0.00150454,0.00121753,0.00409001,0.00208975,0.00103178,0.00351652,0.00220548,0.00351652,0.00147584,0.00169435,0.00596559,0.00355898,0.0169119,0.00187017
255,0.0158371,0.0904977,0.0158371,0.00904977,0.00144289,0.00210757,0.00132577,0.000950485,0.000671336,0.00245009,0.000655576,0.00111717,0.0013527,0.00111717,0.00148313,0.000163595,0.000846566,0.00232973,0.00215883,0
256,0.120981,0.151156,0.249013,0.15313,0.00795138,0.00449222,0.00291624,0.00164043,0.00386451,0.00244318,0.000629212,0.00280825,0.00344928,0.00280825,0.00133106,0.00130507,0.00339781,0.00376213,0.00612648,0.000191316
257,0.108139,0.128862,0.24416,0.0764883,0.0106744,0.0052474,0.0022599,0.00211871,0.0043299,0.00122412,0.000545901,0.00319393,0.00247164,0.00319393,0.00177842,0.00261555,0.000733137,0.00780625,0.00652088,0.000511232
258,0.0118153,0.0655209,0.027927,0.0128894,0.000216324,0.00155091,0.000444296,0.00166615,0.000347697,0.00011632,0.00015562,8.83973e-05,0.00161468,8.83973e-05,0.00070413,0.000155336,0.0023311,0.000858434,0.000842403,0
259,0.427972,0.304196,0.464336,0.395804,0.000798078,0.00149829,0.00780996,0.00131074,0.00215049,0.00106022,0.0134143,0.00161143,0.0023175,0.00161143,0.000550108,0.00111245,0.00130833,0.00118225,0.0016819,0.000474409
260,0.396396,0.42973,0.126126,0.128829,0.0056246,0.00411222,0.00329172,0.000756963,0.00267325,0.0020488,0.000626518,0.00355883,0.00326263,0.00355883,0.00212609,0.00403889,0.00242712,0.00396001,0.00176639,0.000611176
261,0.0992991,0.100467,0.0852804,0.0841122,0.0027449,0.00201327,0.00354364,0.00090607,0.000252107,0.000632558,0.000169255,9.61424e-05,0.000957905,9.61424e-05,0.00107215,0.000675785,0.00122396,0.00298049,0.00167972,0.000792529
262,0.406973,0.343614,0.618505,0.350318,0.00886697,0.00554305,0.00288886,0.00156003,0.0148487,0.00254126,0.00160279,0.00386246,0.00692925,0.00386246,0.00131856,0.00286037,0.00426489,0.00280284,0.00597696,0.00159197
263,0.244865,0.458378,0.618919,0.432973,0.0041368,0.00234145,0.0213527,0.00496101,0.00790309,0.00128782,0.00156629,0.00235772,0.0216441,0.00235772,0.000496088,0.000390859,0.00206306,0.000265847,0.000113049,0
264,0.184373,0.283867,0.0753232,0.0562114,0.00267926,0.000549816,0.00151133,0.000980939,0.00163764,0.00310455,0.00184055,0.000370086,0.000864214,0.000370086,0.00132657,0.00121938,0.00302879,0.00516629,0.00442323,0.000762681
265,0.0284957,0.0596421,0.10338,0.0384361,0.00209094,0.000123465,0.000730972,0.000342653,3.57528e-05,0.000358827,0.000518465,0.00207245,0.00280748,0.00207245,0.00173769,9.5837e-05,0.000743901,0.00162961,0.00209626,0
266,0.0122137,0.0816794,0.0175573,0.00229008,0.0013324,0.00135109,0.000684136,0.000690734,4.1184e-05,0.000165334,0.000818418,0.00182186,0.00127794,0.00182186,0.00190158,0,0.000914032,0.00154866,0.00147676,0.00103573
267,0.00521739,0.0452174,0.0191304,0.00173913,0.000350256,0.00105305,0.000539529,5.62025e-05,0.000140742,0.000282506,0.000629923,7.15634e-05,0.000623887,7.15634e-05,0.000684047,0.00025151,0.000520601,0.00235217,0.0013185,0.000589917
268,0.438294,0.494555,0.092559,0.0716878,0.00773667,0.00583272,0.00118862,0.00275657,0.00538531,0.000491352,0.0023665,0.00515295,0.00257324,0.00515295,0.000713842,0.00183725,0.0063835,0.00898168,0.0163213,0.00677174
269,0.0242915,0.0668016,0.0242915,0.0384615,0.00203843,0.00254572,0.00181421,0.000523344,0.0043685,0.00350749,0.000645224,0.00199914,0.00193649,0.00199914,0.000265403,0.000292749,0.000454471,0.000871133,0.00375734,0
270,0.0852417,0.181934,0.0375318,0.0445293,0.00375805,0.00174813,0.0134196,0.00143903,0.00161304,0.000275557,0.000571418,0.000523524,0.00217336,0.000523524,0.000333611,0.000459981,0.000666482,0.000488845,0.000315973,0.000863111
271,0.0766667,0.141111,0.122222,0.0811111,0.00193938,0.00284639,0.00229799,0.00136447,0.00323706,0.000481307,0.000547333,0.000274326,0.00614974,0.000274326,0.000291353,0.00594541,0.00182933,0.00163939,0.00395044,0
272,0.680419,0.903941,0.394704,0.28202,0.0179405,0.00258125,0.00191028,0.00123376,0.00196004,0.000400101,0.00192701,0.00714532,0.00267179,0.00714532,0.00306782,0.00240437,0.010184,0.0051294,0.00387954,0.000417737
273,0.0728682,0.186822,0.0751938,0.079845,0.00478773,0.00245523,0.00336683,0.0016033,0.00083645,0.00075554,0.000606484,0.0020415,0.00111236,0.0020415,0.00264251,0.000672642,0.00313268,0.000405082,0.000749826,0.00105179
274,0.441649,0.616352,0.280224,0.195667,0.00774062,0.00289684,0.00337232,0.00171632,0.0047504,0.00121083,0.00228815,0.00552103,0.00186226,0.00552103,0.00247375,0.00384032,0.00669395,0.00158955,0.00237494,0.000474078
275,0.0404313,0.0431267,0.032345,0.0727763,0.0018095,0.00351527,0.000557466,0.00121949,0.000581682,0.000583795,0.00234311,0.00310558,0.00432821,0.00310558,0.000353394,0.000389806,0.00121029,0.00115995,0.00190256,0
276,2.29543,1.37575,0.761431,0.524056,0.0224487,0.00325948,0.00534523,0.00185033,0.00772261,0.00159319,0.00277667,0.00431941,0.00191543,0.00431941,0.00307572,0.00270261,0.00717119,0.00190665,0.0046776,0.00242769
277,0.157385,0.199354,0.118644,0.023406,0.00184221,0.00109019,0.000612057,0.0013563,0.00152404,8.74044e-05,0.00128628,0.000597806,0.000110299,0.000597806,0.000740729,0.000116722,0.00211402,0.000769084,0.000780691,0
278,0.73376,0.701111,0.267587,0.202962,0.0124277,0.00239862,0.00357345,0.0014358,0.00670075,0.000692556,0.00211642,0.00116342,0.00139145,0.00116342,0.00207409,0.00107088,0.00156171,0.00095185,0.0011967,0.0015984
279,0.0175333,0.119105,0.0725514,0.02237,0.00312527,0.00166146,0.00358454,0.000781535,0.000456659,0.000392844,0.00070076,0.00144295,0.00130134,0.00144295,0.000396339,0.00139897,0.00095016,0.00206286,0.00203893,0.00082032
280,0.042654,0.140284,0.0890995,0.0436019,0.003118,0.00406171,0.00176434,0.000428844,0.000664799,0.000821187,0.000466919,0.000858083,0.00398325,0.000858083,0.00434959,0.00178202,0.00361768,0.0021852,0.0017098,0.00192911
281,0.184178,0.26782,0.314792,0.224969,0.00893438,0.00994108,0.0021304,0.00255656,0.00351226,0.00513135,0.00100289,0.00423866,0.00180188,0.00423866,0.00183671,0.00226431,0.00407021,0.00300166,0.00894041,0.000559048
282,0.0629021,0.0986419,0.0729092,0.0972123,0.000431874,0.00273004,0.00477996,0.00323395,0.00262235,0.00216743,0.000559231,0.00252953,0.00239328,0.00252953,0.000562297,0.000206745,0.003691,0.00156,0.00336359,0.000969843
283,0.0285412,0.104651,0.150634,0.0882664,0.00134833,0.00238795,0.00360731,0.000922352,0.00085546,0.000400665,0.00153152,0.00160942,0.00166131,0.00160942,0.000762262,0.000458619,0.000751528,0.00076359,0.0012712,0.000358565
284,0.0390764,0.071048,0.017762,0.0062167,0.000953924,0.00128232,0.00159186,0.000746207,0.000958277,0.00125028,5.14679e-05,0.000803976,0.0013654,0.000803976,0.000349313,0.00102748,0.000598159,0.000627874,0.000696516,0.000602491
285,0.00841346,0.0420673,0.0228365,0.0210337,0.000726192,0.00100768,0.000952894,0.000233051,0.00077814,0.000455563,0.000975169,0.00207723,0.00193001,0.00207723,0.000945498,8.69099e-05,0.000629633,0.000905162,0.000549874,0.000407695
286,0.0446487,0.0282337,0.0210112,0.00787919,0.00251251,0.00171262,0.00217276,0.00144289,0.000602211,0.00142211,0.000266362,0.000810551,0.00161517,0.000810551,0.000258258,0.00332346,0.00113016,0.00177609,0.00145904,0
287,0.286444,0.380034,0.0496313,0.0504821,0.00586409,0.00266835,0.00283502,0.000678224,0.00407004,0.000368556,0.000854665,0.0012137,0.00206387,0.0012137,0.00152452,0.00291205,0.00201629,0.00351323,0.00372195,0.000769603
288,1.89958,1.16698,1.20502,0.873336,0.0327618,0.00908867,0.00246494,0.00236012,0.0196596,0.0061788,0.0113084,0.0193458,0.00272906,0.0193458,0.01152,0.0220585,0.0132365,0.0423021,0.0647052,0.00154828
289,0.0385321,0.0330275,0.0562691,0.00795107,0.00439337,0.00421616,0.00244557,0.000869679,0.00280479,0.000529879,0.000584846,0.000503351,0.00246575,0.000503351,0.000641512,0.002742,0.000366172,0.00295165,0.00754697,0.000829853
290,0.049258,0.0792548,0.141775,0.131039,0.00277687,0.0052063,0.00518082,0.00485716,0.00858582,0.00099164,0.000411727,0.00241671,0.00305297,0.00241671,0.000869368,0.000730625,0.00269383,0.00228088,0.00277357,0
291,0.532803,0.499801,0.170179,0.141153,0.00520509,0.00207422,0.00315232,0.00179893,0.00465502,0.00249743,0.00668244,0.00278144,0.00252673,0.00278144,0.00109475,0.000747529,0.00232097,0.000843324,0.00170472,0.00296718
292,0.015411,0.015411,0.0325342,0.0462329,0.00080467,0.00414729,0.00672871,0.00188144,0.00175526,0.00259609,0.000198469,0.00211382,0.00707876,0.00211382,0.000898007,0,0.000897012,0.00347388,0.000940059,0
293,0.0453545,0.0838838,0.137164,0.0759577,0.00209881,0.00217401,0.00132051,0.00129494,0.00141351,0.00247965,0.000293465,0.00173945,0.0019783,0.00173945,0.000548452,0.000445762,0.00207604,0.00494713,0.00452978,0.000448088
294,0.112538,0.0785498,0.0925227,0.0411631,0.00289014,0.00478437,0.00104139,0.00241641,0.00173181,0.00216751,0.000251683,0.000839141,0.00334169,0.000839141,0.000643662,0.000600755,0.00200656,0.00168319,0.00494617,0.000768586
295,1.62273,1.29519,0.321231,0.245462,0.0174322,0.0035659,0.00408089,0.00214253,0.00851634,0.00222229,0.00322469,0.00798945,0.00229206,0.00798945,0.0020696,0.00057071,0.0046662,0.0218105,0.0218921,0.0101734
296,0.888889,0.6818,0.249303,0.0939865,0.00724527,0.001317,0.00244351,0.00177605,0.00739114,0.00163886,0.00411971,0.00232702,0.00146947,0.00232702,0.00125313,0.000921501,0.00330818,0.0132698,0.0152004,0.00324208
297,0.0231716,0.0260681,0.0412744,0.0209993,0.0089445,0.00306917,0.00164737,0.00131044,0.00250026,0.00180359,0.000923218,0.00101308,0.00484894,0.00101308,0.00161394,0.00282744,0.00097542,0.00603197,0.00435395,0.000982484
298,0.130337,0.0764045,0.65618,0.280899,0.0251935,0.00659408,0.005887,0.00334057,0.00484953,0.00243357,0.00182324,0.00314397,0.00107486,0.00314397,0.00265164,0.000324984,0.00790406,0.017407,0.0162143,0
299,0.464663,0.521527,0.393176,0.151097,0.00659871,0.00332965,0.000840047,0.000682558,0.00127098,0.00299106,0.00105925,0.00494723,0.000999147,0.00494723,0.00117157,0.00399433,0.00401235,0.00397029,0.00940794,0.0016533
300,0.540532,0.790942,0.751887,0.719396,0.00625717,0.00386742,0.00319019,0.00685147,0.053048,0.000888529,0.0128288,0.0031331,0.00202951,0.0031331,0.000516347,0.00308506,0.00424899,0.00312732,0.00538811,0.000222647
301,0.0852053,0.0790085,0.318358,0.305964,0.00759204,0.00526744,0.028943,0.00250321,0.00179697,0.000922722,8.97798e-05,0.00108371,0.0308837,0.00108371,0.000812449,0.0022404,0.000289839,0.000238099,0.000101249,0.000525488
302,1.83937,0.703937,1.82205,1.13071,0.0139551,0.0441567,0.00564546,0.0945574,0.165761,0.000170542,0.00392437,0.0212549,0.00285159,0.0212549,0.0266347,0.036667,0.0324094,0.0768222,0.117251,0.00427342
303,6.44029,2.0777,4.90647,2.83165,0.00666494,0.0316993,0.00386857,0.0226912,0.191041,0.000155819,0.000792162,0.0204857,0.000786539,0.0204857,0.0124506,0.000832334,0.0138905,0.038965,0.0445365,0.0449017
304,0.114347,0.0884574,0.330816,0.160014,0.00369337,0.00574469,0.0019088,0.00446225,0.00504396,0.00529592,0.000541811,0.00204191,0.0044964,0.00204191,0.00113147,0.00109205,0.003283,0.0158943,0.021104,0.00121971
305,0.111515,0.127273,0.189091,0.106667,0.00805588,0.00942836,0.00451242,0.00556234,0.00313897,0.00118139,0.000983443,0.00498775,0.00343723,0.00498775,0.00206596,0.00192824,0.000725686,0.0122209,0.0127386,0.000822309
306,0.105012,0.0739857,0.157518,0.134182,0.0105389,0.00830016,0.0062523,0.00294799,0.00743954,0.00720809,0.00117566,0.00288075,0.00693089,0.00288075,0.00114733,0.0016874,0.00275849,0.00345615,0.00361879,0.000539702
307,0.25697,0.121212,0.379394,0.295152,0.026975,0.0162597,0.00735358,0.0138275,0.0426049,0.00833534,0.001001,0.00563616,0.0103945,0.00563616,0.00135082,0.00236648,0.0050798,0.00361411,0.00530774,0.000822309
308,1.49002,0.881238,1.87475,1.34631,0.0109877,0.0175013,0.00485055,0.0748567,0.144219,0.00253983,0.00161944,0.0161803,0.00219926,0.0161803,0.0035983,0.00642266,0.0110537,0.054498,0.0707442,0.00203115
309,0.859873,0.755308,0.539278,0.354034,0.0143957,0.00242281,0.00168324,0.00202407,0.00833319,0.00264412,0.00227628,0.00358197,0.00217613,0.00358197,0.00173977,0.00299369,0.00333665,0.0172129,0.0266838,0.00324079
310,0.151937,0.267165,0.234874,0.208022,0.0134402,0.00840669,0.00262449,0.00430593,0.00449286,0.000552145,0.00115236,0.00551077,0.00361162,0.00551077,0.0021391,0.0057513,0.00727504,0.0227144,0.021744,0.00161415
311,0.03415,0.0408315,0.0081663,0.00296956,0.000249192,0.00356158,0.000511802,0.0016794,0.000360474,0.000723568,0.00047326,0.00146633,0.00180084,0.00146633,0.00107067,0.000429452,0.00116671,0.00162022,0.00149442,0.000503641
312,0.53538,0.264352,0.0841122,0.102804,0.0118311,0.0035446,0.00800769,0.00155326,0.0123893,0.00245794,0.00290151,0.0038457,0.00328424,0.0038457,0.00402604,0.00231698,0.00059949,0.00459642,0.0031762,0.0018115
313,0.129686,0.115502,0.0324215,0.0162107,0.0086381,0.00250111,0.000628631,0.000261937,0.0014212,0.00252356,0.00132112,0.00141749,0.000623075,0.00141749,0.000797015,0.00205132,0.00712726,0.00137031,0.00331086,0.00068734
314,0.0091631,0.0458155,0.0152718,0.0238241,0.000451104,0.00116657,0.00299006,0.00169775,0.000560273,0.00218308,0.000407121,0.000351915,0.00217055,0.000351915,0.000240273,0.00026503,0.00178291,0.00148341,0.000654762,0.000828839
315,0.373494,0.268072,0.240964,0.188253,0.00909926,0.00203425,0.00134973,0.00233613,0.0167378,0.000163093,0.00174557,0.00359434,0.00123489,0.00359434,0.000789813,0.000435596,0.000338116,0.00171284,0.00173234,0.00204339
316,0.0331974,0.0454281,0.0122306,0.0221316,0.00160305,0.00409619,0.0032121,0.00143043,0.00298506,0.000567645,0.000219391,0.00167759,0.00202962,0.00167759,0.000610875,0.000505363,0.000435856,0.00311503,0.00295379,0.000790221
317,0.0357968,0.0854503,0.0854503,0.0588915,0.0023256,0.0034422,0.00788111,0.00223902,0.00280346,0.000625254,0.0013384,0.00380129,0.00295888,0.00380129,0.000454188,0.00317292,0.00129624,0.00102935,0.00169051,0.00156676
318,0.0381837,0.0464396,0.0299278,0.0257998,0.00145488,0.00389345,0.00419757,0.000466905,0.000668124,0.00122934,0.000448552,0.000594515,0.00306747,0.000594515,0.000676517,0.000149245,0.000154461,0.00133232,0.00099822,0.00140022
319,0.0283641,0.0488127,0.0336412,0.0230871,0.00270124,0.0043935,0.006321,0.000383705,0.000960869,0.00164298,0.000496957,0.000597149,0.00459743,0.000597149,0.000691868,0.000476972,0.00167839,0.00184512,0.00131058,0.000894993
320,0.0329099,0.0646651,0.0331986,0.0306005,0.00401166,0.00266232,0.00268674,0.00167926,0.00230507,0.000906618,0.0013384,0.00178185,0.00456654,0.00178185,0.000946225,0.000751479,0.00125303,0.00259112,0.00415082,0.000587533
321,1.44696,0.959438,1.14275,0.848674,0.0112062,0.0317539,0.00338784,0.0324173,0.135382,0.000929199,0.00203423,0.0190017,0.00221195,0.0190017,0.0204538,0.0330523,0.0128424,0.0423195,0.0632969,0.00211671
322,0.043579,0.0394066,0.0356977,0.0134446,0.00345466,0.00371409,0.00233315,0.0020975,0.00250121,0.00145597,0.000497046,0.000572308,0.00587636,0.000572308,0.000303915,0.00181024,0.000832672,0.00272187,0.00326025,0.000314513
323,0.141872,0.115271,0.352709,0.167488,0.00595262,0.00344167,0.00597705,0.00146459,0.00430545,0.00373427,0.00134177,0.00251353,0.00945855,0.00251353,0.000516686,0.00113985,0.00147461,0.0036644,0.00476491,0.00133676
324,0.0259631,0.0443886,0.0175879,0.0251256,0.00106827,0.00183344,0.0015012,0.00075784,0.00185259,0.00181397,0.000194147,0.000896042,0.00334785,0.000896042,0.000658839,0.000605603,0.000501416,0.00146742,0.00030653,0.00113636
325,0.0699746,0.0833333,0.0973282,0.052799,0.00320288,0.00275553,0.0064028,0.0016446,0.00175032,0.00227335,0.000921643,0.000942343,0.00836744,0.000942343,0.000417013,0.000919962,0.000285635,0.000332415,0.0010477,0.00129467
326,0.413625,0.426764,0.588808,0.374696,0.00238475,0.00308248,0.0244896,0.00273628,0.00370175,0.000421582,0.0226453,0.00240286,0.0281635,0.00240286,0.0004466,0.00175935,0.00193009,0.000284201,0.0001781,0.000330124
327,0.039548,0.0367232,0.0614407,0.0388418,0.00398243,0.00868388,0.00394359,0.00155192,0.00102873,0.00130014,2.04636e-05,0.000929921,0.00255757,0.000929921,0.00083332,0.000714919,0.000687058,0.00694657,0.00515098,0.0004791
328,1.87761,1.54179,1.75373,1.46716,0.00661303,0.00431013,0.00123474,0.000289401,0.00281834,0.00161633,0.0634887,0.00405348,0.00239667,0.00405348,0.00313096,0.00366942,0.00122866,0.00472548,0.0181828,0.00101254
329,0.068594,0.13456,0.227595,0.129304,0.00684556,0.00335405,0.00192053,0.00125699,0.0024955,0.00204919,0.000494999,0.00257384,0.00229863,0.00257384,0.0014472,0.00171033,0.00133742,0.00407154,0.00359332,0.000534879
330,0.0710634,0.112474,0.157464,0.17638,0.0125273,0.00804862,0.00888181,0.00389912,0.00463383,0.00254679,0.00134809,0.00643741,0.00597367,0.00643741,0.00234602,0.0031053,0.00420859,0.00983759,0.0163324,0.000693666
