,h3k27ac_processed_4.csv,h3k27ac_processed_3.csv,h3k27ac_processed_2.csv,h3k27ac_processed_1.csv,H3K27ac_1.csv,GSM759878_E10_5_hindlimb_H3K27me3_ChIP_seq_rep1_1_all_RPM.csv,GSM759864_E10_5_forelimb_H3K27ac_ChIP_seq_rep1_index_6_1_all_RPM.csv,GSM1036127_ChIPSeq_Smc1a_e11_5limb_rep1_1_all_RPM.csv,ENCFF002DTF_limb_H3K36me3-mouse_115_day_b1_t1_all_RPM.csv,ENCFF002BGH_limb_H3K4me2-mouse_115_day_b2_t1_all_RPM.csv,ENCFF001ZUQ_limb_H3K4me3-mouse_115_day_b1_t1_all_RPM.csv,ENCFF001ZTO_limb_H3K27me3-mouse_115_day_b1_t1_all_RPM.csv,ENCFF001ZSS_limb_H3K9ac-mouse_115_day_b1_t1_all_RPM.csv,ENCFF001ZRY_limb_H3K4me1-mouse_115_day_b1_t1_all_RPM.csv,Dnase_processed_6.csv,Dnase_processed_5.csv,Dnase_processed_4.csv,Dnase_processed_3.csv,Dnase_processed_2.csv,Dnase_processed_1.csv
20,0.0440188,0.0527554,0.015793,0.0211694,0.00146627,0.00342756,0.00240919,0.000977313,0.000906435,0.000946116,0.000360258,0.00149331,0.00220421,0.00149331,0.00154194,0.00150644,0.00168482,0.0019005,0.00223125,0.000227959
21,0.065852,0.0685676,0.0278344,0.0502376,0.00328142,0.00262452,0.000936047,0.000482663,0.0023441,0.00110279,0.000137702,0.00111742,0.00347915,0.00111742,0.000623057,0.00265084,0.000457249,0.000479964,0.00074541,0.00046056
22,0.539394,0.682828,0.24798,0.200505,0.0113583,0.00279934,0.00348181,0.0029705,0.0432698,0.00142204,0.00452208,0.00640094,0.00213964,0.00640094,0.00331083,0.00416325,0.00461113,0.00304281,0.0100081,0.00171314
23,0.525902,0.466952,0.643444,0.358342,0.0067636,0.0024129,0.0031034,0.00113148,0.00213954,0.000928565,0.00265022,0.00311668,0.00100091,0.00311668,0.00337258,0.00149837,0.00363621,0.00215247,0.00293275,0.000969496
24,0.0175439,0.0216718,0.0371517,0.0144479,0.00290976,0.000817145,0.00177863,0.00136736,0.000835155,0.000949947,0.000672828,0.00263285,0.00111064,0.00263285,0.000270607,0.00126858,0.000772305,0.00182401,0.00180759,0.000350054
25,0.0197194,0.0659841,0.0701555,0.0443686,0.00132381,0.00166032,0.0015686,0.000661771,0.000409185,0.000369604,0.000538432,0.000405716,0.00139926,0.000405716,0.000894942,0.000767786,0.0019298,0.000874248,0.000614653,0
26,0.0198384,0.0529023,0.0947832,0.0352682,9.86516e-05,0.00112935,0.000709153,0.000237446,0.000991018,0.000795694,0.000787751,0.000544219,0.00218396,0.000544219,0.00115599,0.000106259,0.000494877,0.00119702,0.000672293,0
27,0.0605974,0.128876,0.109815,0.0514936,0.0032659,0.00121909,0.00117678,0.000772286,0.00201069,0.000462136,0.000379208,0.000842881,0.0010789,0.000842881,0.000969796,0.000822862,0.00208648,0.00100567,0.00122718,0.000579008
28,0.0961538,0.198077,0.169231,0.151923,0.00367937,0.00214972,0.00344699,0.00273447,0.00643262,0.00166606,0.00172744,0.000316531,0.00160971,0.000316531,0.000126066,0,0.000791539,0.00357631,0.000854661,0.000652312
29,0.0128364,0.0513458,0.0509317,0.0202899,0.00164009,0.00214082,0.00174134,0.00112405,0.000759559,0.00210758,0.000287965,0.0027603,0.00230598,0.0027603,0.00380026,0.00155697,0.000464822,0.00278747,0.00195934,0.00196639
30,0.04371,0.0810235,0.0394456,0.0341151,0.00239758,0.00245797,0.00139644,0.000757955,0.000833997,0.000692712,0.00284204,0.00171089,0.00191223,0.00171089,0.000349438,0.000693796,0.00211425,0.00162213,0.00204849,0
31,0.130351,0.157387,0.0637271,0.0424847,0.00393244,0.0028483,0.0031064,0.0026419,0.00977612,0.0010805,0.00158545,0.00227796,0.00212227,0.00227796,0.00139253,0.000512005,0.00219186,0.00119709,0.00197731,0.000436695
32,0.0168634,0.0927487,0.0460933,0.0129286,0.00233963,0.000445089,0.000775041,0.000435973,9.09798e-05,0.000243494,0.000374625,0.00175791,0.000307276,0.00175791,0.000958076,0,0.0011358,0.000691142,0.000999267,0.000381341
33,0.0157385,0.0108959,0.00726392,0.00726392,0.000162548,0.000563889,0.00317156,7.82481e-05,0.00065316,0.000262213,0.00077177,0.000896709,0.00119951,0.000896709,0.00063491,0.000175082,0.00262743,0.00241889,0.00145588,0
34,0.505376,0.512097,0.514785,0.406362,0.0169936,0.0050083,0.00145169,0.00280886,0.0213677,0.000582226,0.00305084,0.00213856,0.00177561,0.00213856,0.00340695,0.00129586,0.00305112,0.00532967,0.00747266,0.00121578
35,0.0552503,0.0699023,0.0921856,0.0625763,0.00372957,0.00294307,0.00183082,0.000986462,0.00149864,0.00142144,0.000539549,0.00120583,0.0030244,0.00120583,0.00236124,0.000794605,0.00278695,0.00227067,0.00139651,0.00269208
36,0.211232,0.281643,0.368818,0.260687,0.00714653,0.00448984,0.00323607,0.00227543,0.00547198,0.000453873,0.000801528,0.00282834,0.00343657,0.00282834,0.00219797,0.00242445,0.00207008,0.00324649,0.00287065,0.00113731
37,0.134134,0.358358,0.105105,0.0520521,0.00651836,0.00321705,0.00124216,0.000711674,0.0010261,0.000216805,0.00101519,0.00115332,0.000512991,0.00115332,0.0026248,0.00144763,0.00119858,0.0019077,0.00157012,0.00203725
38,0.0333717,0.0782509,0.0023015,0.0379747,0.000386263,0.00230474,0.00142798,0.0015619,0.00279378,0.00124619,0.000166723,0.00113645,0.0037743,0.00113645,0.00090524,0.00116493,0.00137789,0.00134415,0.000210585,0
39,0.36143,0.387467,0.463372,0.296558,0.00844339,0.00330933,0.00152118,0.00148319,0.00361895,0.000908025,0.0016368,0.00377713,0.00227668,0.00377713,0.00196721,0.00159552,0.00125498,0.00169564,0.00403791,0.000299384
40,0.0100725,0.032635,0.0177276,0.00523771,0.00192039,0.00120102,0.000666622,0.000651017,0.00113032,0.000479949,0.000105072,0.00112737,0.00209231,0.00112737,0.000686711,0.000932268,0.00111561,0.00320761,0.00259109,0.00054666
41,1.11385,0.945887,0.42987,0.347186,0.0098519,0.00711764,0.00280534,0.00249019,0.0121215,0.00126577,0.00298545,0.00644845,0.00241079,0.00644845,0.00465409,0.00156513,0.00207339,0.0213041,0.023732,0.00557996
42,0.0127768,0.0494037,0.0178876,0.0153322,0.000800557,0.00333261,0.00205527,0.000165161,0.000505503,0.000368974,0.000197454,0.00119171,0.00229902,0.00119171,0.000558386,0.00271005,0.00178485,0.0013615,0.000890718,0.004045
43,0.258281,0.501972,0.464511,0.384069,0.00312367,0.00211214,0.0219379,0.00178403,0.00157428,0.00179351,0.00925509,0.00103846,0.0237109,0.00103846,0.00129248,0.00159673,0.000560683,0.000327264,0.000113395,0
44,0.0626077,0.066054,0.0798392,0.0758185,0.00628522,0.00283584,0.00320742,0.00219032,0.00145646,0.00130625,0.00093204,0.00203263,0.00435651,0.00203263,0.00128021,0.00141212,0.002794,0.00388425,0.00213225,0.000389664
45,0.0855905,0.0682557,0.352113,0.378115,0.00349117,0.00398657,0.000672219,0.00266094,0.00140284,0.00680503,0.0020092,0.00347738,0.00351646,0.00347738,0.00042614,0.000940095,0.00194591,0.00319708,0.00589129,0.00147
46,0.913907,0.915563,0.309603,0.198675,0.0178946,0.00940798,0.00422313,0.00278222,0.0267969,0.00143436,0.00412579,0.00940158,0.00147069,0.00940158,0.000434136,0.00191547,0.00297363,0.0084989,0.0098684,0.00112319
47,0.564395,0.612239,0.337135,0.267038,0.0134638,0.0155733,0.00224366,0.00803641,0.0325207,0.00213877,0.00144278,0.0156354,0.0026895,0.0156354,0.0145879,0.0123901,0.00782711,0.0423499,0.062415,0.000754832
48,0.00485961,0.049676,0.00647948,0.00539957,0.000507481,0.00103114,0.000707266,0.000767778,0.000145656,0.000760163,0.000469381,0.000399936,0.00073791,0.000399936,0.000283173,7.80875e-05,0.0014547,0.000165975,0.000889299,0.000366309
49,0.221764,0.261336,0.216818,0.125309,0.00509165,0.00349425,0.00204603,0.00213134,0.00164566,0.000982055,0.00136163,0.00434218,0.00405589,0.00434218,0.00151321,0.000834564,0.000802039,0.0016725,0.00183192,0.000559279
50,0.00947119,0.0173639,0.0047356,0.0292028,0.000423883,0.000330856,0.00146912,0.000255063,0.000766471,0.00162398,0.000526013,0.000974324,0.00393696,0.000974324,0.000620879,0.000228284,0.00070879,0.000824871,0.000866605,0.000535442
51,0.0991736,0.108008,0.143916,0.0661157,0.00529942,0.00278747,0.00210218,0.00163931,0.00233701,0.00419719,0.00066062,0.00154792,0.00299883,0.00154792,0.00108355,0.00288494,0.00277251,0.00729701,0.00726391,0.00116
52,0.526182,0.440034,0.483108,0.361486,0.00844824,0.00582215,0.00349357,0.00081883,0.0130777,0.000823181,0.00283891,0.0050046,0.00181791,0.0050046,0.00199321,0.00537433,0.00391879,0.00106443,0.00618237,0.000572977
53,0.00890985,0.0220126,0.0345912,0.0167715,0.000985172,0.000610289,0.000794903,0.00243898,0.000876562,0.000567579,0.00037967,0.000646996,0.00118182,0.000646996,0.00103073,0.000454774,0.00258868,0.00091829,0.00186341,0.000711116
54,0.159691,0.224295,0.216106,0.258872,0.00180201,0.00459839,0.00235236,0.00308756,0.0157828,0.000541963,0.000303211,0.00104838,0.00191189,0.00104838,0.000894738,0.000328976,0.00289403,0.000713224,0.00114181,0.00185188
55,0.0488527,0.120651,0.0584752,0.0736491,0.0038262,0.00148247,0.000382716,0.00057409,0.00101832,0.00120238,0.000536204,0.00127924,0.00166907,0.00127924,0.000436706,0.0011775,0.000526237,0.00215011,0.00292193,0.000251075
56,0.0864398,0.0648298,0.0518639,0.017288,0.000290146,0.000553592,0.000186223,6.98357e-05,0.000728674,0.00128712,0.000673143,0.00102261,0.00203035,0.00102261,0.000424989,0.000859426,0.00206194,0.000730684,0.000762668,0.000366507
57,0.602393,0.289001,0.302347,0.28486,0.0431279,0.0105029,0.00149111,0.00618667,0.0151698,0.00219279,0.00288031,0.0104529,0.00400927,0.0104529,0.00301677,0.00539074,0.00795545,0.0465535,0.0766232,0.00156099
58,0.123397,0.0769497,0.259619,0.132062,0.00437465,0.00269615,0.00334543,0.00197147,0.003497,0.0010135,0.0018782,0.00116957,0.00499748,0.00116957,0.00018178,0.000802041,0.00116729,0.00140641,0.00180325,0.000705447
59,0.0905172,0.0711207,0.105603,0.109914,0.00448514,0.00652483,0.000594309,0.00403956,0.00697642,0.00163375,0.00081184,0.00248313,0.00905673,0.00248313,0.000282563,0.00436348,0.00467727,0.00178867,0.00771883,0.00146208
60,0.0503665,0.0283755,0.0666824,0.0354694,0.00280975,0.00475795,0.00252676,0.00406535,0.00204118,0.00258635,0.000548147,0.00145953,0.00353044,0.00145953,0.00102308,0.00167564,0.00125642,0.00544412,0.00705955,0.000481252
61,0.409022,0.412726,0.118544,0.0786664,0.0118787,0.00660749,0.00172763,0.00211265,0.00467912,0.000873148,0.00407906,0.0058464,0.00315669,0.0058464,0.00291417,0.00327747,0.00551203,0.0524277,0.0714264,0.00517415
62,0.972664,1.11791,0.453284,0.376581,0.0101616,0.00412373,0.00191265,0.0036918,0.0156284,0.000662754,0.00295558,0.00899871,0.00196544,0.00899871,0.00550968,0.00306819,0.00567914,0.0436937,0.0531598,0.00193751
63,0.0647694,0.183513,0.0716389,0.0539745,0.00546809,0.00146268,0.00358568,0.000190283,0.00116479,0.00276314,0.000227489,0.000807635,0.00382222,0.000807635,0.000643322,0.00141921,0.00102817,0.00138761,0.000820964,0.00133151
64,0.0502092,0.113808,0.0861925,0.074477,0.00213475,0.00339098,0.0047306,0.00286657,0.0041987,0.000181245,7.27441e-05,0.000895291,0.00468879,0.000895291,0.000219429,0.00193631,0.000563621,0.00118324,0.000415656,0.00113541
65,0.00588582,0.00412007,0.0100059,0.00353149,3.95129e-05,0,0.000284037,3.80417e-05,3.17546e-05,6.37398e-05,1.7055e-05,0.000290634,8.04361e-05,0.000290634,0,0,0,0.000289474,0.000169257,0.000399297
66,0.0221893,0.0690335,0.112919,0.143491,0.00109239,0.00289385,0.00163171,0.000860498,0.00300615,0.00138838,0.000571527,0.00405808,0.00251017,0.00405808,0.00142229,0.000641796,0.00450199,0.0021523,0.00425397,0.000334519
67,0.86756,0.544344,0.157272,0.105637,0.00539811,0.00157889,0.00244564,0.00137571,0.000893158,0.00251846,0.000913723,0.000810977,0.00207389,0.000810977,0.000258394,0.000627039,0.00106193,0.00385292,0.00108198,0.00374366
68,0.151681,0.157554,0.233293,0.218915,0.00698786,0.0315042,0.00342046,0.0326437,0.0435716,0.00271941,0.00143181,0.0111997,0.00283673,0.0111997,0.00454023,0.0128862,0.0108511,0.0372622,0.0546888,0.00151123
69,0.788975,0.622739,0.20155,0.153316,0.0275237,0.00858529,0.00332526,0.00183711,0.00353168,0.00149242,0.00222128,0.00361515,0.00308988,0.00361515,0.00304905,0.00124563,0.00154701,0.00333597,0.00535912,0.000584328
70,0.626732,0.557443,0.322754,0.267769,0.0165355,0.0100775,0.00539314,0.00121349,0.0196317,0.00179118,0.002772,0.00183947,0.00287129,0.00183947,0.00146523,0.00303847,0.00421519,0.00265201,0.00572636,0.000909797
71,0.126294,0.10766,0.42029,0.279503,0.00500365,0.00540026,0.0182698,0.0069584,0.00301589,0.00156948,0.00305963,0.000851946,0.00212207,0.000851946,0.000542894,0.00209591,0.00247905,0.000318205,5.41255e-05,0.00140457
72,0.0252427,0.0349515,0.0368932,0.0368932,0.00423651,0.00235147,0.00742943,0.00188251,0.00125711,0.00147196,0.000309457,0.000639207,0.00653452,0.000639207,0.00229123,0.00322934,0.000799224,0.00122357,0.00172592,0.000658646
73,0.138504,0.125346,0.15651,0.0969529,0.00204559,0.00719302,0.00319873,0.000716155,0.00283953,0.0017999,0.00208695,0.00170979,0.00272092,0.00170979,0.000363183,0.00210317,0.00176207,0.0116015,0.0122747,0.00140943
74,0.157714,0.0977961,0.536501,0.339532,0.00924688,0.00593442,0.00607734,0.0013799,0.0044216,0.00216289,0.000339256,0.00277727,0.00630598,0.00277727,0.00117384,0.00278878,0.00469016,0.00757879,0.0172484,0.000934442
75,0.0230739,0.0508408,0.0715682,0.065702,0.00370186,0.00428066,0.00401722,0.000909967,0.0031016,0.00194819,0.000396627,0.00177019,0.00312658,0.00177019,0.00158951,0.000339346,0.00474129,0.00370257,0.00314897,0.00159188
76,0.0169565,0.0326087,0.0406522,0.00891304,0.000452414,0.000698659,0.00121394,0.000828988,0.000469139,0.000282506,0.00016378,0.000304145,0.00184938,0.000304145,0.000456031,0.000597336,0.00109001,0.000561313,0.00102865,0.000147479
77,0.108043,0.103682,0.159399,0.101986,0.00320375,0.00771774,0.00262198,0.00180058,0.00196043,0.00377769,0.00393793,0.00247213,0.0046762,0.00247213,0.00117515,0.00287274,0.000978964,0.00624004,0.00713729,0.00147908
78,0.333113,0.324538,0.181398,0.0953166,0.0275659,0.00712791,0.00247838,0.00260066,0.00359436,0.00335739,0.00496002,0.00988009,0.0026593,0.00988009,0.00674572,0.00128783,0.00570158,0.0578579,0.0678742,0.00246123
79,0.0294474,0.0528439,0.0621218,0.0322711,0.00490155,0.00542994,0.00397676,0.00323295,0.00269864,0.00340739,0.000198709,0.00102914,0.00582973,0.00102914,0.00137508,0.00134176,0.00117734,0.00618739,0.00442916,0.000547322
80,0.130141,0.0609058,0.0937012,0.0504945,0.0111829,0.00545543,0.00337342,0.00265799,0.0059259,0.000394616,0.000663698,0.00179933,0.00385937,0.00179933,0.000955505,0.00233376,0.00276595,0.0165134,0.0205494,0.00211891
81,0.0237983,0.0398209,0.100377,0.0742224,0.00143946,0.00185475,0.00103962,0.000563482,0.000610191,0.00153102,0.000320898,0.00199733,0.00177106,0.00199733,0.000401606,0.000681518,0.00126961,0.00262914,0.00184797,0.000959102
82,0.131953,0.174644,0.226206,0.126409,0.00209672,0.00219501,0.00240799,0.00100336,0.00173489,0.00148101,0.000578351,0.00101903,0.00342852,0.00101903,0.000969204,0.000614714,0.000539386,0.000965728,0.000903468,0.000501501
83,0.00660066,0.0561056,0.0429043,0.0264026,0.00011078,0.00030744,0.000455049,0.000106655,8.9028e-05,0.000178703,4.78158e-05,0,0.000225513,0,0,0.000238644,0.000123492,0.000456513,0.000172558,0
84,0.58306,0.400525,0.409718,0.397242,0.0126948,0.00397573,0.00253488,0.000933635,0.00407378,0.00149322,0.00186454,0.00561982,0.00486793,0.00561982,0.000774774,0.0045579,0.00334135,0.0137244,0.0204438,0.00133632
85,0.04209,0.0441864,0.0399936,0.0227383,0.00324782,0.00277916,0.00186775,0.00171979,0.00140946,0.00274184,0.000663547,0.0019244,0.00214325,0.0019244,0.00213546,0.00146927,0.0016051,0.00396563,0.00494522,0.000218805
86,0.920363,0.636089,0.695565,0.283266,0.0112338,0.00619777,0.00416974,0.00273648,0.00951757,0.00152834,0.000963934,0.00190812,0.00344408,0.00190812,0.000396499,0.00131206,0.00045264,0.00935791,0.00701001,0.0027355
87,0.05394,0.048546,0.0898218,0.0386961,0.00141696,0.00306947,0.00172996,0.00090947,0.00174607,0.00177781,0.000407736,0.00104223,0.00258002,0.00104223,0.000553462,0.000508741,0.00171997,0.00346746,0.00388093,0.0011137
88,0.0361794,0.0453449,0.0361794,0.0318379,0.000971525,0.000359496,0.00109745,0.000654748,0.000884869,0.00177617,2.7956e-05,0.000396999,0.00196125,0.000396999,0.000505968,0.0024417,0.000649809,0.00109728,0.00258525,0.000654515
89,0.0184645,0.0660836,0.498542,0.356657,0.00189197,0.0049791,0.00180892,0.000565303,0.00115347,0.0012629,0.000140799,0.000719807,0.000630845,0.000719807,0,0.000140542,0.00210909,0.00582509,0.0069612,0
90,0.0254291,0.0521297,0.0413223,0.0216147,0.00303013,0.00201351,0.002279,0.00131485,0.00288105,0.00220305,0.000571055,0.00151725,0.00121631,0.00151725,0.000416748,0.00156294,0.000951512,0.00394735,0.00656473,0
91,0.0614035,0.0570175,0.105994,0.0679825,0.00829339,0.00789906,0.00529143,0.00269304,0.00449592,0.00284984,0.00158862,0.00457211,0.00214782,0.00457211,0.000575039,0.00158573,0.0010941,0.00611176,0.00577125,0.00148773
92,0.0998914,0.200869,0.0613464,0.034202,0.00324364,0.0018459,0.0012725,0.00143863,0.00152305,0.000646706,0.00166748,0.00192118,0.000723368,0.00192118,0.00142355,0.00054958,0.00138134,0.00879436,0.0121772,0.00957576
93,0.219153,0.225599,0.501381,0.264733,0.00661433,0.00276633,0.00114265,0.00279719,0.00146552,0.00189464,0.000907181,0.00644136,0.000990982,0.00644136,0.00156944,0.000865577,0.00423797,0.0093546,0.00986968,0.00156171
94,0.00538117,0.00896861,0.00358744,0.00986547,0.000240834,0,0,0,0,0.000388499,0.000103951,0.000369049,6.12829e-05,0.000369049,0.00223414,0,0.000469825,0.000441092,0.000257909,0
95,0.128871,0.0689311,0.347652,0.180819,0.00120718,0.00516491,0.00309919,0.00135594,0.00415008,0.00108186,0.000405265,0.004193,0.00259397,0.004193,0.000130978,0.000866841,0.00299046,0.00884386,0.0144946,0
96,0.0484522,0.0897263,0.131,0.100493,0.00283106,0.0031553,0.00337121,0.00249369,0.00442935,0.00510132,0.00118298,0.00162455,0.0032188,0.00162455,0.000529377,0.000648802,0.00292093,0.00486797,0.00472654,0.000913062
97,0.1772,0.207057,0.321055,0.314851,0.00564859,0.00440669,0.00318101,0.00145355,0.00407927,0.00142768,0.00942662,0.0035421,0.00140423,0.0035421,0.000864231,0.00246731,0.000667405,0.00289627,0.00239227,0.0010522
98,1.12298,1.05356,0.77189,0.525928,0.00892182,0.0135284,0.00162142,0.00419409,0.0126125,0.00107404,0.00523859,0.0166275,0.00177168,0.0166275,0.0107369,0.00819599,0.0161378,0.0822947,0.109526,0.00403698
99,0.525641,0.489744,0.331054,0.207407,0.00321317,0.0076169,0.00286758,0.00156518,0.00378118,0.00120327,0.000866817,0.00501759,0.00216088,0.00501759,0.000784413,0.00383176,0.00731306,0.0157371,0.0287196,0.00212606
100,0.832049,1.12057,0.285824,0.196456,0.0122059,0.00183008,0.00159337,0.00231543,0.00613079,0.00221093,0.00207612,0.00504059,0.00160561,0.00504059,0.00212118,0.00239545,0.00870592,0.0174059,0.0354476,0.00365858
101,0.0347323,0.112397,0.103714,0.0988905,0.00443663,0.0020671,0.000465585,0.000498855,0.000260256,0.000365682,0.000601055,0.0001985,0.00214254,0.0001985,0.000758952,0.00104644,0.00064981,0.00336597,0.00361936,0.000981773
102,0.0385144,0.0990371,0.0618982,0.0887208,0.000923418,0.00336356,0.00317673,0.00133355,0.0014471,0.00044688,0.000378647,0.000735814,0.00357161,0.000735814,0.00216411,0.000696235,0.00077204,0.00505262,0.00413535,0
