,p300_processed_1.csv,h3k27ac_processed_5.csv,h3k27ac_processed_4.csv,h3k27ac_processed_3.csv,h3k27ac_processed_2.csv,h3k27ac_processed_1.csv,H3K27ac_1.csv,Dnase_processed_6.csv,Dnase_processed_5.csv,Dnase_processed_4.csv,Dnase_processed_3.csv,Dnase_processed_2.csv,Dnase_processed_1.csv
600,2.25276,32.5168,2.87174,5.61047,4.4661,1.71948,0.0,0.0,0.0,0.0,0.0,0.0,0.0
601,0.757473,6.94155,0.818494,1.56531,0.627529,1.06672,0.0,0.0,0.0,0.0,0.0,0.0,0.0
602,17.3026,82.4533,19.889,21.0748,24.4996,30.8602,0.0,0.0,0.0,0.0,0.0,0.0,0.0
603,6.13493,35.0092,5.11192,12.8581,18.5214,9.85376,0.0,0.0,0.0,0.0,0.0,0.0,0.0
604,2.5682,21.1731,0.62862,1.67143,3.22964,1.86192,0.0,0.0,0.0,0.0,0.0,0.0,0.0
605,0.862549,16.1712,2.02735,3.91855,1.86336,1.01795,0.0,0.0,0.0,0.0,0.0,0.0,0.0
606,6.1209,29.0113,4.67401,7.87399,4.56853,2.177,0.0,0.0,0.0,0.0,0.0,0.0,0.0
607,6.46055,20.9906,4.84999,8.04913,4.19367,0.705132,0.0,0.0,0.0,0.0,0.0,0.0,0.0
608,8.29834,38.8151,11.4064,5.45954,9.92778,5.34701,0.0,0.0,0.0,0.0,0.0,0.0,0.0
609,1.81221,18.204,1.58093,2.91377,3.78757,1.76712,0.0,0.0,0.0,0.0,0.0,0.0,0.0
610,46.0975,130.596,141.11,85.4564,102.022,53.8808,0.0,0.0,0.0,0.0,0.0,0.0,0.0
611,1.69538,16.0321,2.68087,4.07454,6.53295,3.46325,0.0,0.0,0.0,0.0,0.0,0.0,0.0
612,9.94923,45.5996,22.435,24.3954,18.2506,13.5569,0.0,0.0,0.0,0.0,0.0,0.0,0.0
613,0.884047,10.1571,1.59541,2.3065,2.13117,2.11644,0.0,0.0,0.0,0.0,0.0,0.0,0.0
614,14.0115,45.7284,14.9692,14.7964,24.2604,11.8559,0.0,0.0,0.0,0.0,0.0,0.0,0.0
615,14.5426,53.7654,12.7581,12.5055,22.5167,14.5978,0.0,0.0,0.0,0.0,0.0,0.0,0.0
616,191.553,413.151,159.823,67.2337,163.51,126.521,0.0,0.0,0.0,0.0,0.0,0.0,0.0
617,34.4953,122.204,52.873,27.1478,27.059,33.1685,0.0,0.0,0.0,0.0,0.0,0.0,0.0
618,0.766567,11.6478,0.6079,2.08798,0.349059,1.33047,0.0,0.0,0.0,0.0,0.0,0.0,0.0
619,208.855,399.635,184.283,82.5648,93.7966,52.6885,0.0,0.0,0.0,0.0,0.0,0.0,0.0
620,3.74506,42.6436,7.06718,17.3456,11.7031,6.482,0.0,0.0,0.0,0.0,0.0,0.0,0.0
621,69.3044,173.974,68.5311,43.1066,80.8018,51.7606,0.0,0.0,0.0,0.0,0.0,0.0,0.0
622,17.377,51.0803,26.1733,10.5814,24.1074,25.6905,0.0,0.0,0.0,0.0,0.0,0.0,0.0
623,100.118,231.533,93.7806,63.7931,95.1203,68.3854,0.0,0.0,0.0,0.0,0.0,0.0,0.0
624,6.56699,50.7088,7.83751,11.9939,10.6543,9.43105,0.0,0.0,0.0,0.0,0.0,0.0,0.0
625,77.5843,154.402,52.0465,26.6102,84.761,41.7616,0.0,0.0,0.0,0.0,0.0,0.0,0.0
626,5.63725,40.6265,5.24684,11.8502,8.06212,5.37414,0.0,0.0,0.0,0.0,0.0,0.0,0.0
627,20.0107,118.497,21.1133,34.7286,31.5269,47.0722,0.0,0.0,0.0,0.0,0.0,0.0,0.0
628,1.88257,16.4027,4.13795,2.47393,5.68446,1.96844,0.0,0.0,0.0,0.0,0.0,0.0,0.0
629,6.83729,29.4894,10.9442,3.32188,25.5558,15.8356,0.0,0.0,0.0,0.0,0.0,0.0,0.0
630,75.7942,190.539,56.7498,44.1179,91.2877,59.6357,0.0,0.0,0.0,0.0,0.0,0.0,0.0
631,3.09243,31.0169,7.8172,3.83333,8.46941,3.27669,0.0,0.0,0.0,0.0,0.0,0.0,0.0
632,1.95503,13.6696,12.8112,4.91206,9.40764,3.03428,0.0,0.0,0.0,0.0,0.0,0.0,0.0
633,0.440932,9.20859,0.834311,2.03168,1.42082,2.69454,0.0,0.0,0.0,0.0,0.0,0.0,0.0
634,2.27499,45.4031,9.75804,16.4433,3.82845,9.52574,0.0,0.0,0.0,0.0,0.0,0.0,0.0
635,42.9182,131.785,33.8633,34.6118,46.7922,31.5621,0.0,0.0,0.0,0.0,0.0,0.0,0.0
636,0.702958,12.8928,0.992348,1.24251,1.04534,3.0571,0.0,0.0,0.0,0.0,0.0,0.0,0.0
637,3.47003,11.5457,0.939265,1.06436,1.45073,0.423937,0.0,0.0,0.0,0.0,0.0,0.0,0.0
638,9.14856,58.1469,21.7914,13.178,20.9194,17.298,0.0,0.0,0.0,0.0,0.0,0.0,0.0
639,0.57923,7.90036,1.31877,2.40045,1.92976,1.53163,0.0,0.0,0.0,0.0,0.0,0.0,0.0
640,314.052,736.566,327.662,131.146,155.612,107.452,0.0,0.0,0.0,0.0,0.0,0.0,0.0
641,54.0717,142.467,38.4242,32.1669,30.9988,18.2129,0.0,0.0,0.0,0.0,0.0,0.0,0.0
642,33.646,135.489,39.3308,17.367,33.9491,22.5737,0.0,0.0,0.0,0.0,0.0,0.0,0.0
643,0.378453,8.43792,3.27424,5.57877,2.09458,0.147289,0.0,0.0,0.0,0.0,0.0,0.0,0.0
644,45.9604,149.45,87.8052,67.8444,18.9138,17.6769,0.0,0.0,0.0,0.0,0.0,0.0,0.0
645,65.144,218.265,65.0719,40.1361,91.1031,63.7817,0.0,0.0,0.0,0.0,0.0,0.0,0.0
646,79.3785,248.14,88.0078,79.7372,92.345,75.5501,0.0,0.0,0.0,0.0,0.0,0.0,0.0
647,26.1799,111.24,48.6028,42.056,24.6448,14.2771,0.0,0.0,0.0,0.0,0.0,0.0,0.0
648,17.6958,109.853,46.4075,40.3018,15.8747,6.57954,0.0,0.0,0.0,0.0,0.0,0.0,0.0
649,3.91418,21.7275,2.56022,8.01062,1.99196,1.22812,0.0,0.0,0.0,0.0,0.0,0.0,0.0
650,6.74884,57.0698,7.25119,17.6041,13.2784,7.71399,0.0,0.0,0.0,0.0,0.0,0.0,0.0
651,0.623046,17.5054,0.502315,3.11555,3.77782,1.86701,0.0,0.0,0.0,0.0,0.0,0.0,0.0
652,19.7351,162.556,42.775,67.463,12.2042,9.97673,0.0,0.0,0.0,0.0,0.0,0.0,0.0
653,6.1646,23.4024,3.26498,9.06658,4.92417,2.16729,0.0,0.0,0.0,0.0,0.0,0.0,0.0
654,7.62076,47.1714,17.6469,17.2099,21.032,12.8719,0.0,0.0,0.0,0.0,0.0,0.0,0.0
655,45.5869,122.858,51.085,39.4264,24.3134,10.6335,0.0,0.0,0.0,0.0,0.0,0.0,0.0
656,18.3039,84.096,20.9243,11.3484,50.4281,42.354,0.0,0.0,0.0,0.0,0.0,0.0,0.0
657,61.0134,125.431,50.1482,28.0456,37.5191,25.824,0.0,0.0,0.0,0.0,0.0,0.0,0.0
658,4.84892,19.8097,4.09137,3.04941,4.93994,3.02144,0.0,0.0,0.0,0.0,0.0,0.0,0.0
659,102.256,287.353,81.9979,70.45,124.229,92.9743,0.0,0.0,0.0,0.0,0.0,0.0,0.0
660,3.40891,26.18,8.00661,13.5291,5.57087,2.29861,0.0,0.0,0.0,0.0,0.0,0.0,0.0
661,0.340956,7.16043,0.603435,1.1075,0.843873,0.629042,0.0,0.0,0.0,0.0,0.0,0.0,0.0
662,8.80576,50.078,5.96699,5.70762,13.1322,8.5129,0.0,0.0,0.0,0.0,0.0,0.0,0.0
663,0.30998,14.9195,1.55863,1.40995,3.9027,7.46278,0.0,0.0,0.0,0.0,0.0,0.0,0.0
664,3.05839,2.13596,0.316942,0.00628931,4.62524,0.059899,0.0,0.0,0.0,0.0,0.0,0.0,0.0
665,7.44201,87.7746,29.3048,43.6937,16.3412,23.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0
666,120.405,463.741,216.02,167.373,118.907,132.055,0.0,0.0,0.0,0.0,0.0,0.0,0.0
667,5.02788,25.132,8.11706,4.02226,19.8718,9.34839,0.0,0.0,0.0,0.0,0.0,0.0,0.0
668,21.4383,87.0853,28.059,15.7353,15.9108,10.8783,0.0,0.0,0.0,0.0,0.0,0.0,0.0
669,105.219,285.011,181.785,84.6546,35.4842,26.7688,0.0,0.0,0.0,0.0,0.0,0.0,0.0
670,99.3792,337.983,216.367,149.671,71.9219,62.1893,0.0,0.0,0.0,0.0,0.0,0.0,0.0
671,6.67156,33.796,13.26,28.4281,4.88909,1.32663,0.0,0.0,0.0,0.0,0.0,0.0,0.0
672,9.57487,67.3297,22.0282,45.5166,5.27371,6.83034,0.0,0.0,0.0,0.0,0.0,0.0,0.0
673,30.4363,94.7445,115.925,83.1754,31.5485,17.721,0.0,0.0,0.0,0.0,0.0,0.0,0.0
674,2.56376,15.4268,3.26661,3.83009,16.2845,2.91696,0.0,0.0,0.0,0.0,0.0,0.0,0.0
675,10.6505,46.6549,9.3049,9.86399,2.71243,1.44931,0.0,0.0,0.0,0.0,0.0,0.0,0.0
676,0.251911,9.34603,1.56978,1.5219,3.59432,4.93968,0.0,0.0,0.0,0.0,0.0,0.0,0.0
677,0.768202,16.4662,0.887843,4.14268,2.71314,1.02652,0.0,0.0,0.0,0.0,0.0,0.0,0.0
678,0.23453,5.48889,0.0109622,1.54529,0.793709,0.0714841,0.0,0.0,0.0,0.0,0.0,0.0,0.0
679,22.5313,142.049,42.039,93.8088,12.8785,3.48083,0.0,0.0,0.0,0.0,0.0,0.0,0.0
680,0.60219,6.47457,0.545607,0.593413,1.0537,0.593228,0.0,0.0,0.0,0.0,0.0,0.0,0.0
681,16.0229,77.4234,28.668,29.1847,19.2935,12.9674,0.0,0.0,0.0,0.0,0.0,0.0,0.0
682,0.98961,8.48746,3.91626,7.05455,1.72311,1.14217,0.0,0.0,0.0,0.0,0.0,0.0,0.0
683,3.99021,24.6197,10.9956,17.608,5.78103,2.82042,0.0,0.0,0.0,0.0,0.0,0.0,0.0
684,1.71612,12.6155,1.78519,1.40549,1.18444,1.33141,0.0,0.0,0.0,0.0,0.0,0.0,0.0
685,150.471,523.052,207.197,178.155,63.1398,43.0501,0.0,0.0,0.0,0.0,0.0,0.0,0.0
686,51.368,119.381,35.6939,47.8735,33.3738,11.4255,0.0,0.0,0.0,0.0,0.0,0.0,0.0
687,149.206,552.573,180.441,240.325,142.697,105.253,0.0,0.0,0.0,0.0,0.0,0.0,0.0
688,1.10106,12.3104,1.71071,4.98766,17.1533,7.76993,0.0,0.0,0.0,0.0,0.0,0.0,0.0
689,11.41,79.297,15.5119,35.597,10.8931,16.3504,0.0,0.0,0.0,0.0,0.0,0.0,0.0
690,32.219,111.116,62.4705,40.9649,50.5964,28.0086,0.0,0.0,0.0,0.0,0.0,0.0,0.0
691,1.83331,14.5925,1.4788,1.01674,1.98243,1.55392,0.0,0.0,0.0,0.0,0.0,0.0,0.0
692,71.4165,276.288,104.807,103.836,43.083,39.4149,0.0,0.0,0.0,0.0,0.0,0.0,0.0
693,38.8563,142.341,20.0482,35.5004,18.2696,9.30971,0.0,0.0,0.0,0.0,0.0,0.0,0.0
694,0.186672,8.10751,1.04034,1.32956,14.1387,4.47321,0.0,0.0,0.0,0.0,0.0,0.0,0.0
695,25.288,55.3619,23.5233,12.5759,13.4233,6.16939,0.0,0.0,0.0,0.0,0.0,0.0,0.0
696,90.3953,286.357,108.827,94.7495,69.7857,66.4988,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697,38.3151,202.875,62.9122,79.7344,52.4173,55.8643,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698,0.401286,5.06052,0.582968,3.05113,0.108422,0.187967,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699,0.14289,2.73233,0.370187,1.46143,0.456236,0.00719424,0.0,0.0,0.0,0.0,0.0,0.0,0.0
700,5.83882,45.7248,5.62965,2.49303,6.17466,4.45799,0.0,0.0,0.0,0.0,0.0,0.0,0.0
701,33.5413,132.626,45.9516,44.038,6.06318,6.2472,0.0,0.0,0.0,0.0,0.0,0.0,0.0
702,0.930209,13.6278,0.711875,3.00047,1.79715,1.44008,0.0,0.0,0.0,0.0,0.0,0.0,0.0
703,0.871289,12.3756,1.09434,2.34639,10.8611,5.42738,0.0,0.0,0.0,0.0,0.0,0.0,0.0
704,10.5838,67.5721,9.36109,14.8056,12.0581,6.06722,0.0,0.0,0.0,0.0,0.0,0.0,0.0
705,76.683,230.179,169.873,156.065,38.4792,13.9789,0.0,0.0,0.0,0.0,0.0,0.0,0.0
706,3.22331,44.1143,13.4253,24.761,1.40706,4.09596,0.0,0.0,0.0,0.0,0.0,0.0,0.0
707,99.4433,345.701,102.916,84.0767,49.5083,51.2677,0.0,0.0,0.0,0.0,0.0,0.0,0.0
708,18.0129,86.5622,15.5077,21.5428,22.7709,13.3868,0.0,0.0,0.0,0.0,0.0,0.0,0.0
709,74.0383,211.311,93.9387,50.7336,23.2997,19.1409,0.0,0.0,0.0,0.0,0.0,0.0,0.0
710,1.22394,23.291,5.75657,8.85857,17.986,7.35969,0.0,0.0,0.0,0.0,0.0,0.0,0.0
711,45.8219,152.333,46.266,30.828,79.285,55.4071,0.0,0.0,0.0,0.0,0.0,0.0,0.0
712,153.8,384.459,75.1403,76.6494,91.9364,60.5049,0.0,0.0,0.0,0.0,0.0,0.0,0.0
713,93.5686,161.684,87.6505,27.9227,34.5768,23.8555,0.0,0.0,0.0,0.0,0.0,0.0,0.0
714,10.0809,49.5615,8.46514,6.64041,33.9575,19.6949,0.0,0.0,0.0,0.0,0.0,0.0,0.0
715,83.25,194.191,56.5095,28.0949,38.3106,23.7463,0.0,0.0,0.0,0.0,0.0,0.0,0.0
716,12.8075,40.6418,7.09518,4.89719,40.9515,26.5241,0.0,0.0,0.0,0.0,0.0,0.0,0.0
717,14.7047,53.1632,11.3325,9.74872,9.44041,10.269,0.0,0.0,0.0,0.0,0.0,0.0,0.0
718,1.06767,7.64331,2.36644,8.26416,7.78274,2.77928,0.0,0.0,0.0,0.0,0.0,0.0,0.0
719,261.875,965.819,299.544,293.469,292.643,258.971,0.0,0.0,0.0,0.0,0.0,0.0,0.0
720,10.018,73.1762,14.9471,22.8913,34.5663,31.7217,0.0,0.0,0.0,0.0,0.0,0.0,0.0
721,86.3609,241.466,99.6817,79.7506,35.3411,16.7333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
722,20.6456,82.7787,41.0364,32.6379,19.4843,28.5302,0.0,0.0,0.0,0.0,0.0,0.0,0.0
723,6.74779,41.2395,9.46276,19.3312,15.0093,16.177,0.0,0.0,0.0,0.0,0.0,0.0,0.0
724,58.8913,134.643,7.3312,23.3,10.7216,12.0495,0.0,0.0,0.0,0.0,0.0,0.0,0.0
725,2.12574,39.8888,1.26219,2.15566,6.53308,2.85558,0.0,0.0,0.0,0.0,0.0,0.0,0.0
726,8.34959,42.2529,4.19346,4.58122,7.5284,6.53548,0.0,0.0,0.0,0.0,0.0,0.0,0.0
727,7.01001,19.1432,5.68813,0.992732,13.8967,9.04978,0.0,0.0,0.0,0.0,0.0,0.0,0.0
728,4.49821,27.5535,7.4812,5.65224,10.2118,12.0462,0.0,0.0,0.0,0.0,0.0,0.0,0.0
729,29.4605,94.8962,26.2995,27.1314,48.5885,32.9082,0.0,0.0,0.0,0.0,0.0,0.0,0.0
730,14.7814,40.7283,7.92821,9.73375,4.07882,3.14004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
731,4.51797,26.2314,4.30257,1.52258,6.84774,12.4854,0.0,0.0,0.0,0.0,0.0,0.0,0.0
732,10.4025,70.8184,9.55396,8.10515,16.7702,14.7488,0.0,0.0,0.0,0.0,0.0,0.0,0.0
733,100.16,318.684,118.684,94.5206,53.678,32.7965,0.0,0.0,0.0,0.0,0.0,0.0,0.0
734,3.61856,13.2541,2.78804,3.92444,2.23302,1.92945,0.0,0.0,0.0,0.0,0.0,0.0,0.0
735,0.555638,21.2044,3.25217,1.92781,2.70137,3.14933,0.0,0.0,0.0,0.0,0.0,0.0,0.0
736,5.55061,36.6723,14.7256,9.67888,10.9539,6.84272,0.0,0.0,0.0,0.0,0.0,0.0,0.0
737,3.52081,21.8028,5.77446,10.3109,5.05029,1.81721,0.0,0.0,0.0,0.0,0.0,0.0,0.0
738,1.8599,15.744,1.11805,5.11427,1.97206,1.01645,0.0,0.0,0.0,0.0,0.0,0.0,0.0
739,21.2557,87.8537,24.4158,34.1952,37.1039,18.468,0.0,0.0,0.0,0.0,0.0,0.0,0.0
740,12.5931,64.6474,28.1925,19.3008,5.84212,8.38579,0.0,0.0,0.0,0.0,0.0,0.0,0.0
741,3.04539,30.8257,1.59701,4.87646,5.67629,0.316369,0.0,0.0,0.0,0.0,0.0,0.0,0.0
742,8.78191,47.5906,9.45082,14.4288,25.2614,18.396,0.0,0.0,0.0,0.0,0.0,0.0,0.0
743,1.19652,17.7539,1.60166,4.46426,5.59603,4.39799,0.0,0.0,0.0,0.0,0.0,0.0,0.0
744,33.7038,93.5884,30.3558,42.1148,50.2352,33.0425,0.0,0.0,0.0,0.0,0.0,0.0,0.0
745,2.05764,42.1349,5.02921,29.6898,9.88532,11.2753,0.0,0.0,0.0,0.0,0.0,0.0,0.0
746,11.9688,68.0793,21.1219,15.7672,38.6843,31.6127,0.0,0.0,0.0,0.0,0.0,0.0,0.0
747,4.95723,43.407,4.6607,30.5944,11.8335,11.2111,0.0,0.0,0.0,0.0,0.0,0.0,0.0
748,513.716,1230.59,416.759,226.668,299.789,207.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0
749,19.834,132.522,24.2152,47.0323,23.7822,15.4458,0.0,0.0,0.0,0.0,0.0,0.0,0.0
750,186.321,539.622,221.074,205.634,100.716,71.1022,0.0,0.0,0.0,0.0,0.0,0.0,0.0
751,70.5522,303.975,121.555,113.94,46.097,35.3261,0.0,0.0,0.0,0.0,0.0,0.0,0.0
752,123.62,419.91,146.831,97.2734,117.314,63.0363,0.0,0.0,0.0,0.0,0.0,0.0,0.0
753,3.81566,53.6718,23.1865,64.9962,7.80048,12.4088,0.0,0.0,0.0,0.0,0.0,0.0,0.0
754,13.0751,73.0332,12.5052,14.2627,15.4202,9.09695,0.0,0.0,0.0,0.0,0.0,0.0,0.0
755,3.1918,9.27006,2.23288,1.39398,0.475949,0.515768,0.0,0.0,0.0,0.0,0.0,0.0,0.0
756,81.2961,235.503,90.1829,45.6003,37.6966,32.3464,0.0,0.0,0.0,0.0,0.0,0.0,0.0
757,20.4024,97.0121,15.0337,16.9221,9.55798,5.75995,0.0,0.0,0.0,0.0,0.0,0.0,0.0
758,20.1098,85.4254,15.8346,6.53627,5.18612,4.13706,0.0,0.0,0.0,0.0,0.0,0.0,0.0
759,5.8515,36.8616,4.10049,7.61853,13.5092,7.70217,0.0,0.0,0.0,0.0,0.0,0.0,0.0
760,1.79015,17.2755,2.15121,6.35818,1.63648,0.288869,0.0,0.0,0.0,0.0,0.0,0.0,0.0
761,64.6701,163.329,60.1754,45.0702,10.6879,10.2112,0.0,0.0,0.0,0.0,0.0,0.0,0.0
762,8.22181,57.1885,20.1903,10.8151,5.62347,3.24616,0.0,0.0,0.0,0.0,0.0,0.0,0.0
763,1.47311,27.1383,3.29317,10.013,7.34612,8.76304,0.0,0.0,0.0,0.0,0.0,0.0,0.0
764,1.42892,20.2492,1.77926,5.40261,2.73569,1.51549,0.0,0.0,0.0,0.0,0.0,0.0,0.0
765,0.258731,10.1754,1.59881,1.83045,1.13066,0.0215827,0.0,0.0,0.0,0.0,0.0,0.0,0.0
766,0.613029,10.3641,1.11326,3.3309,0.173777,0.585357,0.0,0.0,0.0,0.0,0.0,0.0,0.0
767,0.562869,7.98245,1.65738,2.44439,0.459754,1.01432,0.0,0.0,0.0,0.0,0.0,0.0,0.0
768,0.297029,15.1222,1.63896,6.01747,11.8848,8.14373,0.0,0.0,0.0,0.0,0.0,0.0,0.0
769,16.7865,86.0978,31.7308,60.6324,27.4207,22.5859,0.0,0.0,0.0,0.0,0.0,0.0,0.0
770,7.35763,31.5408,24.7674,29.7067,24.272,10.5296,0.0,0.0,0.0,0.0,0.0,0.0,0.0
771,0.486792,19.8552,2.25529,4.3961,2.96606,0.161428,0.0,0.0,0.0,0.0,0.0,0.0,0.0
772,0.748151,18.8995,1.26167,5.95954,7.28917,2.72052,0.0,0.0,0.0,0.0,0.0,0.0,0.0
773,4.06611,31.5507,5.75113,12.5552,13.4744,6.32712,0.0,0.0,0.0,0.0,0.0,0.0,0.0
774,4.76993,21.8293,4.71981,15.3761,1.89847,1.85434,0.0,0.0,0.0,0.0,0.0,0.0,0.0
775,6.01721,35.1465,11.6764,15.8192,4.95006,3.59124,0.0,0.0,0.0,0.0,0.0,0.0,0.0
776,4.14771,37.2434,8.14962,17.9056,5.08597,3.79983,0.0,0.0,0.0,0.0,0.0,0.0,0.0
777,5.38991,31.1278,20.0619,25.8443,16.8213,12.1569,0.0,0.0,0.0,0.0,0.0,0.0,0.0
778,0.0134836,13.3711,1.24813,5.66634,2.74002,1.86734,0.0,0.0,0.0,0.0,0.0,0.0,0.0
779,7.71314,46.0788,10.0095,23.6494,10.4813,8.04581,0.0,0.0,0.0,0.0,0.0,0.0,0.0
780,0.999892,22.891,2.16513,4.93057,3.80983,1.30275,0.0,0.0,0.0,0.0,0.0,0.0,0.0
781,0.0742143,11.1986,1.03214,1.90535,0.782101,0.43488,0.0,0.0,0.0,0.0,0.0,0.0,0.0
782,1.75396,36.667,5.39817,20.9452,1.84483,2.37407,0.0,0.0,0.0,0.0,0.0,0.0,0.0
783,0.23711,3.2495,0.490243,3.13156,0.238692,0.235736,0.0,0.0,0.0,0.0,0.0,0.0,0.0
784,1.21143,11.1932,1.0363,5.52479,4.23386,2.93029,0.0,0.0,0.0,0.0,0.0,0.0,0.0
785,33.4216,155.919,58.9095,63.5663,60.4398,60.4241,0.0,0.0,0.0,0.0,0.0,0.0,0.0
786,13.0447,48.7496,25.7565,26.4871,9.1481,4.99772,0.0,0.0,0.0,0.0,0.0,0.0,0.0
787,1.04943,10.4564,0.950824,1.72184,2.36256,2.00124,0.0,0.0,0.0,0.0,0.0,0.0,0.0
788,0.125941,7.58289,0.594514,4.51399,0.0796682,0.505233,0.0,0.0,0.0,0.0,0.0,0.0,0.0
789,0.691196,29.6548,1.07809,8.33574,1.25377,0.372781,0.0,0.0,0.0,0.0,0.0,0.0,0.0
790,1.55217,31.0622,1.03529,11.0875,11.3188,4.48296,0.0,0.0,0.0,0.0,0.0,0.0,0.0
791,0.00719424,2.72719,0.404577,1.18086,0.0610803,0.0870841,0.0,0.0,0.0,0.0,0.0,0.0,0.0
792,20.3375,112.408,26.1092,30.6692,45.2511,37.2466,0.0,0.0,0.0,0.0,0.0,0.0,0.0
793,2.03502,14.6293,5.48715,5.73569,2.41926,1.42185,0.0,0.0,0.0,0.0,0.0,0.0,0.0
794,9.82357,79.0697,10.0644,52.5746,33.85,15.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0
795,39.3246,190.195,40.6182,59.3288,44.2219,67.0748,0.0,0.0,0.0,0.0,0.0,0.0,0.0
796,24.4395,85.5301,23.9001,22.7965,29.1711,31.0679,0.0,0.0,0.0,0.0,0.0,0.0,0.0
797,173.466,501.949,216.746,132.611,95.8031,56.827,0.0,0.0,0.0,0.0,0.0,0.0,0.0
798,1.95185,25.8646,1.39913,5.33876,0.975668,0.807147,0.0,0.0,0.0,0.0,0.0,0.0,0.0
799,95.5618,257.537,81.3918,39.5499,43.5972,36.6549,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,107.952,315.224,75.0681,63.9974,96.0472,83.348,0.0,0.0,0.0,0.0,0.0,0.0,0.0
801,1.01078,15.5853,0.442016,1.50207,0.772413,1.59819,0.0,0.0,0.0,0.0,0.0,0.0,0.0
802,5.25701,23.3075,4.41899,6.54508,8.71052,3.12145,0.0,0.0,0.0,0.0,0.0,0.0,0.0
803,7.25369,48.3158,7.56301,12.9619,9.39866,5.60473,0.0,0.0,0.0,0.0,0.0,0.0,0.0
804,1.50202,19.1658,2.10387,9.18465,0.699311,0.687775,0.0,0.0,0.0,0.0,0.0,0.0,0.0
805,47.6819,203.448,79.3175,49.3253,92.0828,72.0756,0.0,0.0,0.0,0.0,0.0,0.0,0.0
806,30.5297,120.0,37.5212,39.8905,73.5761,59.4424,0.0,0.0,0.0,0.0,0.0,0.0,0.0
807,12.8685,79.1219,21.3942,35.2382,20.1354,11.823,0.0,0.0,0.0,0.0,0.0,0.0,0.0
808,2.12759,37.8754,6.88931,26.08,3.51458,3.04588,0.0,0.0,0.0,0.0,0.0,0.0,0.0
809,53.0102,188.769,103.622,94.5796,46.1531,19.187,0.0,0.0,0.0,0.0,0.0,0.0,0.0
810,65.8985,202.387,162.676,107.159,37.8603,28.4582,0.0,0.0,0.0,0.0,0.0,0.0,0.0
811,101.026,293.441,139.42,114.477,45.6935,23.1579,0.0,0.0,0.0,0.0,0.0,0.0,0.0
812,43.3882,156.983,23.3205,21.5671,29.9741,12.9386,0.0,0.0,0.0,0.0,0.0,0.0,0.0
813,89.4597,248.87,58.7001,41.1102,53.2472,30.9681,0.0,0.0,0.0,0.0,0.0,0.0,0.0
814,2.69033,19.7769,1.34183,5.55126,1.63955,2.67433,0.0,0.0,0.0,0.0,0.0,0.0,0.0
815,263.739,657.666,340.862,173.286,213.881,117.857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
816,194.884,730.624,222.454,232.493,40.954,38.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
817,17.6429,48.1129,2.75034,7.50324,17.4072,16.7982,0.0,0.0,0.0,0.0,0.0,0.0,0.0
818,23.3224,86.8494,16.0594,15.858,20.6941,11.2272,0.0,0.0,0.0,0.0,0.0,0.0,0.0
819,13.4002,62.4438,67.0553,54.1668,40.6412,24.2203,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820,162.992,319.27,127.988,85.3032,127.581,46.8201,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821,1.50121,17.8362,1.39759,3.09218,1.42937,0.245098,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822,7.32291,41.2007,12.5963,24.6423,21.9088,13.7789,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823,41.4712,119.316,67.0881,51.8182,20.9621,25.1194,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824,20.5813,73.7717,28.7779,35.9225,21.5297,21.4672,0.0,0.0,0.0,0.0,0.0,0.0,0.0
825,69.4123,170.68,78.4717,52.6629,28.7439,19.4078,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826,139.68,409.992,230.95,178.522,40.1913,24.9903,0.0,0.0,0.0,0.0,0.0,0.0,0.0
827,62.8262,244.286,91.9091,95.3711,33.7871,23.9993,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828,0.960255,10.7056,0.322104,4.35875,2.33794,0.202247,0.0,0.0,0.0,0.0,0.0,0.0,0.0
829,42.0034,161.044,98.0568,86.4512,49.7296,27.1497,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830,590.575,1012.75,382.696,133.805,271.374,170.325,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831,164.156,463.699,162.603,112.739,94.1548,72.3584,0.0,0.0,0.0,0.0,0.0,0.0,0.0
832,149.9,389.954,185.522,81.0174,26.4157,15.5003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833,161.244,338.584,122.863,54.2674,35.809,17.3604,0.0,0.0,0.0,0.0,0.0,0.0,0.0
