,p300_processed_1.csv,h3k27ac_processed_5.csv,h3k27ac_processed_4.csv,h3k27ac_processed_3.csv,h3k27ac_processed_2.csv,h3k27ac_processed_1.csv,H3K27ac_1.csv,Dnase_processed_6.csv,Dnase_processed_5.csv,Dnase_processed_4.csv,Dnase_processed_3.csv,Dnase_processed_2.csv,Dnase_processed_1.csv
0,32.9424,110.276,22.7971,29.6608,31.9963,29.4582,0.0422447,0.0223041,0.00626678,0.0170719,0.023341,0.00124489,0.045227
1,5.12937,13.1517,1.30025,4.22123,11.1947,7.15335,0.0242877,0.0145677,0.0275463,0.200266,0.0550052,0.0953082,0.0
2,31.723,101.766,34.0402,29.5577,5.17299,11.1219,0.488375,0.172458,0.112536,0.261098,1.60181,2.44417,0.103914
3,10.6,68.9742,15.916,21.2968,6.72922,5.31437,0.0290024,0.0336201,0.0679351,0.261203,1.02144,1.5022,0.717979
4,11.0324,51.8985,9.87764,9.67235,13.6965,8.72115,0.123468,0.0416219,0.0683618,0.0637714,0.532453,0.432742,0.0339203
5,0.238385,4.01996,0.956641,2.98229,0.970633,0.202598,0.0416509,0.00294506,0.00144618,0.0176796,0.0361458,0.0593952,0.0
6,0.950709,13.5478,1.64502,1.90037,1.51345,0.649806,0.0670422,0.00327772,0.0223556,0.219982,0.103646,0.206333,0.0113067
7,1.17464,10.7629,2.1844,10.7827,0.853122,1.7761,0.000411489,0.0153074,0.00214091,0.00746636,0.0261351,0.0370808,0.0113067
8,0.730129,8.31342,0.188372,1.90295,0.0102041,0.166147,0.030656,0.00203147,0.0,0.00346118,0.0445405,0.0132159,0.0
9,4.86078,28.4234,11.0068,7.13539,4.83509,2.65948,0.00474193,0.0275576,0.00867708,0.0188033,0.180589,0.320948,0.0113067
10,4.69606,35.6807,9.30801,19.9562,6.61563,2.0996,0.0504044,0.102377,0.110608,0.00874368,0.0653916,0.305951,0.0096915
11,5.59697,43.3664,7.04242,6.93407,2.10855,0.930148,0.0458125,0.000983317,0.0152749,0.0989913,0.430872,0.390104,0.0339203
12,1.89715,25.8569,2.33078,6.67587,2.49241,2.538,0.139988,0.00742951,0.150802,0.0434942,0.46442,0.484253,0.0113067
13,3.35289,18.2356,4.06257,4.15139,9.28508,4.49443,0.106347,0.030287,0.0334343,0.291084,0.680457,0.3946,0.032305
14,7.79209,83.8452,12.3405,12.4728,18.481,10.451,0.288048,0.072853,0.157314,0.239764,1.46464,1.6401,0.045227
15,4.84734,35.4816,4.38034,5.74717,4.63439,5.30471,0.296932,0.0555291,0.0455951,0.101315,1.13436,2.06076,0.0226135
16,30.1529,139.406,28.1952,32.933,33.4452,19.0261,0.224188,0.232034,0.191607,0.22239,3.11484,3.28329,0.0549185
17,2.24743,17.7617,2.06625,1.34512,2.56624,0.679294,0.133737,0.0162276,0.00795399,0.0787725,0.0983697,0.277374,0.0
18,1.36722,14.9638,1.45813,2.58051,0.868477,0.50179,0.0203508,0.0370747,0.0218649,0.029369,0.247172,0.467411,0.0209983
19,0.355774,15.0118,4.9438,9.04301,2.79904,0.702362,0.0114157,0.0178843,0.0354898,0.0123064,0.049325,0.168535,0.113068
20,1.89315,25.2027,4.46556,5.43778,1.16837,1.60873,0.146632,0.0985105,0.107508,0.165798,0.277922,0.339938,0.0113067
21,1.94732,16.2323,3.41682,3.69975,1.25157,2.61405,0.0309033,0.0152414,0.146466,0.00619559,0.0223217,0.0330453,0.0113067
22,22.366,87.9369,52.1946,65.26,21.8764,16.7965,0.610799,0.260501,0.376588,0.389006,0.321428,1.50545,0.0621871
23,53.8252,170.318,73.3476,61.6767,90.6082,46.682,0.376733,0.346406,0.137887,0.378395,0.254462,0.454671,0.0436118
24,0.818446,12.41,1.23805,1.0504,2.37916,0.635121,0.169869,0.00262218,0.0625591,0.0422611,0.14123,0.193801,0.0096915
25,2.19122,18.6428,1.40251,6.48242,8.06151,3.87813,0.0109204,0.0657328,0.0313224,0.17245,0.0884046,0.0653224,0.0
26,1.1989,6.78517,0.936962,2.4279,5.50801,1.56666,0.00921666,0.0511531,0.00072309,0.0200811,0.0677529,0.0341526,0.0
27,5.01355,49.6148,8.87982,18.8908,17.7676,6.40009,0.0676731,0.0567576,0.0587534,0.259032,0.116397,0.200618,0.032305
28,4.39073,29.5786,4.38315,11.4338,7.2583,7.20919,0.00311976,0.000655545,0.0,0.0372011,0.1953,0.0340838,0.0113067
29,0.295363,19.7602,0.706257,4.68406,4.30179,1.11184,0.24665,0.377879,0.116217,0.0402331,0.343467,0.215472,0.135681
30,3.8006,21.8175,2.414,6.0725,2.71319,2.54055,0.119729,0.00355867,0.0186524,0.142489,0.122915,0.191729,0.0
31,9.00323,66.2133,24.9399,21.5895,7.45752,6.57764,0.227241,0.112721,0.0212717,0.262539,0.128697,0.300603,0.0226135
32,3.18858,20.4011,0.91378,9.10331,2.86303,0.591699,0.131545,0.0240366,0.0,0.0457639,0.0408882,0.0733258,0.0113067
33,0.0493802,6.98181,0.339672,0.0952198,0.0529204,0.154905,0.0117687,0.00529733,0.00123605,0.0623884,0.111283,0.06342,0.0
34,37.1569,147.327,53.0984,55.3041,55.6029,42.9841,0.185403,0.310238,0.114409,0.297333,0.813418,1.12916,0.0436118
35,5.53544,53.8699,7.95087,8.47809,13.2617,8.91439,0.0888218,0.409391,0.0578946,0.479751,0.420106,0.206804,0.501535
36,15.9282,48.6553,14.5526,15.8529,22.1667,17.2967,0.147285,0.207709,0.0918701,0.0750468,0.21901,0.203776,0.0270836
37,0.154892,16.8353,5.66597,16.4367,4.50769,1.71961,0.025219,0.107205,0.0366129,0.052188,0.0810199,0.0778334,0.361816
38,0.809531,12.3206,1.11027,3.04707,0.0134836,1.13319,0.0152274,0.139959,0.0227666,0.0313096,0.0834537,0.00346796,0.0
39,25.3369,121.952,38.9846,41.2398,51.3188,31.1844,0.347079,0.112015,0.0953522,0.080301,0.174704,0.529816,0.0096915
40,1.82441,12.8412,0.526015,5.01749,1.02308,0.222792,0.13801,0.0315056,0.0868054,0.0778285,0.448663,0.359859,0.0209983
41,76.252,335.575,129.511,110.02,44.7627,36.7452,0.640533,0.361197,0.102376,0.154071,3.77518,4.23279,0.313359
42,0.476498,3.34633,0.280393,2.0314,0.70193,0.314148,0.0485198,0.0288917,0.14381,0.0499689,0.0590471,0.046782,0.196737
43,39.0534,128.684,30.4165,62.8052,54.7483,45.7445,0.10111,0.0761821,0.0888267,0.0366321,0.0199262,0.0115371,0.0
44,6.48933,27.3312,3.66457,4.32255,5.61781,4.98776,0.127329,0.0445434,0.0588922,0.132782,0.367112,0.204496,0.0113067
45,3.24065,21.4949,3.18393,2.38633,13.82,16.8108,0.092362,0.0200409,0.011633,0.0607029,0.152939,0.319732,0.0226135
46,20.0763,77.9402,27.7008,26.453,8.083,5.355,0.33203,0.00551143,0.0650346,0.0677683,0.33992,0.426615,0.00881045
47,121.539,343.287,99.4521,109.327,56.0224,42.2085,3.70455,3.21675,2.37118,1.46216,12.8135,20.4033,0.045227
48,0.645566,6.25506,0.130207,3.45627,0.270113,0.244455,0.0131495,0.00262218,0.00072309,0.0759418,0.00358617,0.0673657,0.0113067
49,3.15082,17.4168,13.3789,13.8859,12.3581,5.98429,0.176028,0.109023,0.0561772,0.0187292,0.104023,0.0786087,0.0113067
50,0.135472,5.13967,0.308172,0.461539,0.0840627,1.36152,0.0465643,0.0122915,0.00150906,0.0463645,0.0292999,0.0405591,0.0113067
51,6.1154,53.3722,15.2111,15.2487,22.6814,8.45493,0.136996,0.143654,0.377061,0.474423,1.79396,1.65795,0.181554
52,17.822,74.9234,32.2918,24.0468,28.1371,19.699,0.252208,0.0412585,0.281601,0.220501,0.0795096,0.492391,0.0113067
53,0.300908,5.83557,0.264928,0.819927,2.10606,0.836929,0.0174194,0.0311555,0.00918799,0.182244,0.0773077,0.249745,0.0226135
54,10.7875,71.5647,15.8219,21.767,19.0679,25.7093,0.0955155,0.0253328,0.00976172,0.238109,0.0435193,0.123015,0.185431
55,3.41248,39.1858,4.80406,15.1038,5.53549,7.42862,0.142501,0.031049,0.0902871,0.0226773,0.259266,0.446942,0.0113067
56,0.426793,14.1704,6.25534,4.5639,3.9094,0.658148,0.0488392,0.00535362,0.0566066,0.128749,0.050754,0.0452504,0.0113067
57,45.3486,107.168,66.1468,27.2686,29.5131,29.2408,1.24019,0.200534,0.381901,0.810157,8.38606,14.8771,0.0487976
58,16.1437,68.9596,17.3467,9.05945,37.6282,17.4665,0.0672777,0.00576303,0.0860769,0.0966386,0.172279,0.263258,0.0339203
59,0.12438,6.19467,1.84815,2.46138,2.00737,3.63716,0.0393895,0.00115008,0.0540022,0.123535,0.0322608,0.231667,0.0113067
60,2.72597,32.7398,7.32461,3.72973,10.7146,5.30482,0.169773,0.13807,0.231731,0.190167,1.43124,1.99124,0.032305
61,82.1639,266.714,95.1042,95.3623,23.6996,13.979,1.40791,0.471469,0.61161,1.21608,20.0815,29.8134,1.30128
62,132.044,422.236,116.458,139.524,54.8217,43.0472,1.31767,0.489592,0.233127,0.693196,9.16665,11.5024,0.077532
63,2.51988,36.1918,2.40634,12.6999,13.1309,7.5781,0.018628,0.00853169,0.0282765,0.0361655,0.109268,0.0417215,0.0209983
64,1.42322,13.4409,2.59578,5.71571,4.62102,3.65401,0.0404381,0.00131109,0.0472419,0.012831,0.063001,0.0201907,0.0209983
65,0.260298,7.641,0.155547,0.0754217,0.478921,0.113465,0.0133042,0.0,0.0,0.0,0.034908,0.00867245,0.0121144
66,4.92352,52.9547,1.29907,5.69549,9.56999,12.0595,0.44152,0.0587995,0.0495243,0.456427,0.16431,0.499125,0.0113067
67,85.2532,303.019,113.025,63.7421,17.5273,10.9742,0.0338414,0.00327772,0.0192966,0.0795925,0.667859,0.153172,0.435956
68,28.3685,135.528,35.2114,34.9382,52.4556,52.3614,3.60704,0.875009,4.9661,3.35953,16.3461,25.5762,0.167986
69,11.7229,65.0317,47.0399,41.9357,12.0117,10.243,0.147443,0.119745,0.0371771,0.0590408,0.224494,0.429897,0.0113067
70,46.3448,165.935,73.3759,58.5851,32.9734,26.8332,0.173484,0.170764,0.346024,0.415848,0.32946,0.772237,0.0339203
71,1.43033,11.7195,2.8021,2.26,10.4477,5.78616,0.00788688,0.00173628,0.0263736,0.0329993,0.00560234,0.000130713,0.0096915
72,0.521914,6.30471,0.815335,1.35981,1.20704,1.41133,0.00992157,0.0855885,0.127836,0.0249479,0.0577325,0.0816044,0.0113067
73,2.63788,21.6821,9.35172,8.2776,8.94404,7.8139,0.0544833,0.00567787,0.0853259,0.0663027,1.53636,1.40137,0.0339203
74,8.19468,35.3216,8.93906,5.21661,36.6502,23.4921,0.123867,0.12479,0.0893478,0.296124,0.760069,2.04753,0.0291595
75,2.13701,27.0743,1.32832,4.36381,5.87361,6.54707,0.178918,0.0813956,0.0127888,0.643713,0.556265,0.465719,0.122759
76,2.58687,20.5809,2.4096,4.83176,6.99043,0.969184,0.0162822,0.0379904,0.0824738,0.220428,0.075929,0.187782,0.0113067
77,28.4393,78.7892,21.0253,18.9164,30.1465,17.6631,0.445659,0.140862,0.527217,0.197311,1.68907,1.97724,0.156679
78,56.8833,198.423,49.76,45.3428,25.1475,10.4751,1.79043,0.8558,0.0541222,0.871895,15.8934,18.7654,0.254402
79,2.45279,31.8427,2.54733,4.53662,6.07762,2.4873,0.0882018,0.179971,0.0589082,0.078769,0.996909,0.630151,0.0209983
80,24.7085,55.5725,11.7406,4.24871,6.0668,4.51543,0.126732,0.0202619,0.096008,0.373937,2.3526,3.06589,0.174741
81,2.80485,31.0394,2.92917,5.82395,17.7743,14.0349,0.328565,0.0337006,0.0506046,0.161344,0.715006,0.429002,0.179293
82,13.0246,86.6865,33.127,40.4424,55.922,27.9868,0.12094,0.118963,0.1076,0.0722295,0.210014,0.207229,0.045227
83,0.0670201,1.57797,0.0310167,1.89565,1.09982,0.485427,0.0,0.0,0.00116627,0.000374181,0.0139861,0.0021444,0.0
84,25.3778,76.8958,45.934,28.6986,29.2357,30.213,0.389851,0.0400701,0.416071,0.202699,1.50983,2.45636,0.032305
85,5.02099,54.7816,8.45095,8.98576,8.1202,3.9448,0.45847,0.367095,0.285277,0.273134,1.42366,1.94845,0.0226135
86,20.8433,88.8579,46.0852,31.2264,33.4339,11.1158,0.0544117,0.00241824,0.0700796,0.00299346,0.658403,0.450265,0.045227
87,2.54954,40.5119,8.83044,7.55662,15.8252,5.79308,0.136952,0.0328709,0.0199434,0.207995,0.761439,0.948424,0.118721
88,0.402448,16.124,2.30881,3.04357,2.53202,2.15779,0.00805796,0.00981331,0.187497,0.0507106,0.0854643,0.349378,0.0209983
89,1.07941,8.65638,0.486479,2.88449,24.8089,15.3634,0.0099384,0.0,0.00072309,0.0683862,0.39013,0.520969,0.0
90,0.82147,12.1252,1.27861,2.7984,2.57208,1.05808,0.0907665,0.00641858,0.0648374,0.0494989,0.359911,0.66737,0.0
91,1.73206,22.5166,3.22908,2.82753,6.6727,3.70621,0.29098,0.0589262,0.0853247,0.0288762,0.48232,0.567863,0.090454
92,6.99409,59.3557,7.81561,16.3315,3.99611,1.89462,0.430737,0.0641421,0.00948783,0.0793891,1.05364,1.80889,1.08771
93,9.06278,50.2594,22.6815,21.4685,53.1727,26.7017,0.6869,0.0804438,0.024978,0.407409,1.34078,1.39884,0.0565337
94,0.0,5.15039,0.412932,0.129862,0.0742143,0.364766,0.00557906,0.1198,0.0,0.0174796,0.0176424,0.0127709,0.0
95,4.06814,15.3535,5.38918,2.25123,17.4328,7.94005,0.135508,0.000655545,0.0320111,0.120124,0.59444,1.06061,0.0
96,5.57224,38.501,4.04794,9.3764,14.0623,8.80064,0.124851,0.0244647,0.040903,0.245116,0.66188,0.668934,0.032305
97,42.1063,142.64,19.9816,22.8585,36.3742,37.7556,0.406125,0.0366927,0.212072,0.0376755,0.4151,0.316399,0.0395736
98,199.107,659.511,201.867,183.903,131.38,89.8263,3.47534,1.86451,1.31237,3.40742,26.4522,36.0037,0.606688
99,77.5956,240.235,92.4261,84.1822,57.4522,34.1235,0.774515,0.0571036,0.659252,1.58025,4.02442,8.52239,0.245092
100,80.2676,335.454,111.983,149.238,35.729,23.3707,0.612626,0.190283,0.125232,1.12042,3.44918,7.8292,0.255048
101,0.611496,18.6886,2.34651,9.26416,7.4916,8.03968,0.00509028,0.0197885,0.0352191,0.0248117,0.372919,0.429734,0.0339203
102,0.72115,10.5423,1.97304,6.12574,3.1478,4.9687,0.0340616,0.120267,0.0120565,0.0202058,0.493823,0.377461,0.0
103,3.70388,33.9218,7.2507,9.36908,5.24158,1.90188,0.348639,0.0250672,0.17747,0.253937,1.39402,1.77822,0.0113067
104,17.4664,96.2586,16.8125,9.61031,11.5541,4.04847,0.137209,0.0825987,0.00308957,0.0452297,0.136839,0.567083,0.261347
105,20.0224,65.6664,13.9649,13.3703,11.02,8.25821,0.124291,0.416927,0.6062,0.143596,0.699865,1.01007,0.0113067
106,0.554906,20.6643,1.90757,2.00838,4.32886,1.71774,0.127181,0.0085339,0.00236648,0.011982,0.188593,0.42706,0.105799
107,7.31134,29.6116,9.00576,6.17816,11.3517,4.26029,0.00483162,0.0885142,0.107216,0.0435438,0.655342,1.54063,0.0209983
108,11.6853,61.0851,30.3775,24.376,61.5876,36.7852,0.328013,0.068419,0.112732,0.400355,0.940435,2.13412,0.0226135
109,11.7556,75.5423,17.993,15.5333,8.50809,10.8797,0.568023,0.0471982,0.110975,0.244829,0.717805,0.461186,0.100145
110,2.69027,14.4116,1.56453,3.04043,0.332156,1.02065,0.101656,0.0620803,0.00236669,0.0388388,0.320246,0.365088,0.0113067
111,15.1627,69.069,11.55,15.3515,7.6093,4.58566,0.0163254,0.00235996,0.00072309,0.150351,0.0755474,0.222497,0.211436
112,11.0343,50.7073,34.4349,32.049,10.023,4.51176,0.172498,0.0221594,0.158463,0.440229,0.312219,0.652038,0.038766
113,5.50321,39.7678,3.42116,4.66688,9.19033,6.49234,0.0144866,0.0178006,0.0209247,0.102998,0.029782,0.117702,0.0
114,0.932919,10.5645,1.80762,5.69287,1.65923,0.918565,0.0198027,0.0108805,0.00257717,0.0187582,0.46856,0.141595,0.0
115,3.12457,43.945,12.6288,20.6284,27.8077,8.45521,0.00176542,0.00182918,0.0378321,0.0518245,0.0687275,0.405713,0.0209983
116,0.0882021,8.14344,1.35659,2.78498,0.0318211,0.988549,0.0248037,0.000655545,0.00072309,0.0477219,0.0764045,0.0605677,0.0
117,42.1751,95.7603,25.4028,9.67895,29.7534,38.489,0.184729,0.0186531,0.0817968,0.0619614,2.23416,2.62341,0.0949767
118,0.357733,5.37889,2.26413,1.57029,2.28022,0.296462,0.331433,0.17554,0.0139683,0.056219,0.00788382,0.0206849,0.0
119,5.66845,40.4513,4.00418,11.1932,4.3392,2.93005,0.0668247,0.0312847,0.0734824,0.170757,0.255434,0.467742,0.0438034
120,62.7406,174.109,59.0633,54.6965,67.0945,50.1332,0.173636,0.0212747,0.00656624,0.10475,0.38722,0.590764,0.0096915
121,66.8037,203.343,70.1765,63.8044,91.4436,62.929,0.967386,0.368391,0.240204,0.841639,1.82021,2.51447,0.073059
122,17.3857,83.1876,24.2693,18.5155,22.2563,12.4738,0.542586,0.0431157,0.160328,0.228229,0.45926,1.12061,0.0226135
123,3.70381,28.3979,4.08285,4.66475,3.93185,1.18911,0.255371,0.0692848,0.0268859,0.248848,1.03576,1.71691,0.0130462
124,1.32574,24.6011,3.3665,7.14507,5.74495,5.27728,0.0189137,0.0550935,0.0169552,0.0473951,0.141576,0.0978656,0.0113067
125,1.41522,7.65545,4.68513,4.93452,15.6224,7.94666,0.217952,0.0273312,0.0249983,0.137702,0.0260674,0.0471275,0.0
126,0.412353,8.36217,0.129141,4.54671,0.488382,0.759163,0.0303599,0.0190108,0.0508185,0.0425317,0.20117,0.0501574,0.0
127,0.0762679,2.56796,0.42792,0.920584,0.326084,0.0810132,0.00889375,0.00207775,0.0,0.058756,0.0525558,0.00433263,0.0
128,4.78465,49.1226,4.1953,9.47173,7.9007,3.34207,0.150742,0.0408283,0.160983,0.131827,0.180739,0.346416,0.0096915
129,1.04564,19.1432,3.91831,7.23564,5.26541,1.91083,0.0603234,0.00688273,0.0073119,0.260895,0.39396,0.535131,0.0113067
130,0.885222,11.0715,1.53485,0.922825,2.84924,0.563943,0.179254,0.0921041,0.0639207,0.000326796,0.235328,0.211508,0.0436118
131,3.60971,25.8117,2.45556,2.99393,9.02018,5.5336,0.100294,0.107382,0.136261,0.126264,0.338107,0.44229,0.101761
132,1.42065,23.9612,2.36139,6.58196,1.69391,2.40331,0.0422684,0.00660842,0.294982,0.126671,0.526485,0.442642,0.0113067
133,24.2504,70.6923,29.2742,4.97878,26.6199,16.403,0.292123,0.00981323,0.298637,0.15253,0.346573,1.47247,0.0209983
134,72.5502,188.474,77.4764,52.0014,33.0281,24.464,0.99058,0.688622,0.160733,0.365821,4.29575,5.7701,0.0226135
135,185.605,573.687,211.172,161.877,80.4153,52.8239,3.7852,1.16979,2.30485,2.13427,14.4783,23.208,0.359878
136,21.3339,57.3118,29.3369,17.0468,22.2591,14.0867,0.900897,0.142596,0.799716,0.684151,4.35066,6.92477,0.101761
137,77.1644,276.291,111.891,58.8285,74.7486,56.9465,3.77045,0.860365,1.24741,2.45944,17.2653,29.2201,0.240349
138,10.9204,38.274,6.67829,5.52018,21.0601,9.31799,0.560394,0.147773,0.425874,0.349976,1.67453,2.54357,0.0169601
139,25.137,65.0101,20.7298,16.3266,4.38749,2.36531,0.0741269,0.00164133,0.0103405,0.0753826,1.64426,1.3409,0.0113067
140,48.4971,163.549,47.876,52.6574,55.4879,42.8977,1.31313,0.133025,0.167218,0.522615,1.63734,3.69591,0.0
141,14.7056,73.3673,16.5985,26.2046,20.7005,16.9722,0.19516,0.0487633,0.00801242,0.0654886,0.140935,0.152627,0.06461
142,359.99,1022.42,354.592,231.892,293.784,213.583,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,61.1054,211.581,47.877,42.946,37.5539,27.6098,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,24.3148,95.5659,20.7678,20.4919,9.88609,9.90507,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,15.9225,93.8039,23.7422,26.8427,10.2898,8.9108,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,59.27,195.636,58.9778,53.9619,31.4501,21.4693,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,115.797,340.697,151.074,81.0877,68.9013,41.1381,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,23.6048,109.929,28.01,42.1828,32.891,23.6994,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,9.78122,46.5425,7.90459,10.4975,40.512,12.6162,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,4.6661,36.6423,4.60009,11.0117,5.50731,1.22837,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,34.885,129.464,34.2595,43.883,46.4682,33.6604,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,8.29936,53.885,10.6552,24.7238,23.1388,21.7307,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,0.0,10.5754,0.00719424,1.23867,0.6274,0.22973,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,20.8373,62.6575,18.0086,16.9,8.30858,6.717,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,3.65156,26.0323,7.30961,7.52473,3.31476,3.62822,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,1.00155,28.0862,3.0615,4.75085,8.27072,5.93648,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,10.866,46.9098,24.9907,19.158,33.6809,27.7713,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,6.66572,43.9355,5.84018,23.5709,32.5634,20.2928,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,9.74724,43.0146,5.50175,5.44617,11.3444,8.06694,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,5.0427,26.2239,9.44376,10.6954,28.8248,15.8916,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,21.9458,56.0578,8.93651,5.00722,34.0229,23.0292,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,31.8023,147.726,75.2421,65.9717,16.9131,17.9972,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,8.45173,62.0192,9.31623,9.95026,29.4123,11.8963,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,107.55,290.306,92.9131,54.891,122.788,93.5248,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,0.37252,11.9449,1.66708,8.77641,3.72669,2.04878,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,9.6706,48.2847,5.73576,3.99945,4.08833,5.9942,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,41.4329,89.1478,39.792,33.1498,35.8,14.7474,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,1.43853,12.705,1.18411,2.37248,1.73801,1.18669,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,27.6705,102.366,29.9934,21.0205,20.6347,11.8023,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,0.807101,20.4592,8.36899,26.4415,15.0125,11.7287,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,0.481413,22.1776,3.71997,7.48873,3.68024,2.46812,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,1.49021,13.6399,0.961169,5.06092,7.38238,4.05166,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,16.7629,93.2979,33.7055,55.327,13.233,6.80881,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,0.0,2.91741,0.00719424,0.275055,1.35252,0.130267,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,0.693897,31.134,4.35191,10.4327,3.7951,6.20376,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,8.20219,47.5043,9.08451,14.5106,22.8076,12.9367,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,0.263435,12.3812,0.983796,5.32557,7.74647,1.16037,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,1.34238,12.2729,1.13369,3.94882,2.12931,0.118744,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,0.550399,9.81328,0.362907,5.20638,1.09864,0.42179,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,4.86675,39.7129,3.61945,10.4577,9.66859,6.61062,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,4.14325,46.602,7.16688,22.5413,8.61831,3.80153,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,9.24329,30.8605,13.7356,5.67007,21.136,7.18189,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,10.8892,42.4248,2.42195,8.08744,8.67089,3.8493,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,9.63333,45.3069,13.1874,17.3376,2.58887,2.26755,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,1.22189,14.5877,4.05862,2.87059,4.45201,1.82636,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,0.136094,11.6277,1.01205,2.1316,0.733794,0.822184,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,1.67564,14.8176,2.58738,7.59062,1.54389,1.3848,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,0.976906,10.304,0.44166,3.24747,2.43859,1.19888,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,29.8953,108.293,46.9453,33.8374,29.4225,19.0037,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,0.636344,7.77737,0.883262,2.73276,1.30524,1.5369,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,25.5211,149.546,44.9224,73.6022,25.5284,23.6769,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,9.05829,48.7093,7.4577,28.6014,17.3609,19.635,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,7.99915,25.5241,3.23099,7.45538,13.996,10.4763,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,1.86549,20.0776,5.33066,6.14073,5.5444,0.770876,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,2.94831,34.237,1.0247,7.9676,1.27201,0.736928,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,1.40613,22.95,0.443184,4.43681,0.623895,0.151979,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,1.53077,21.5173,2.48435,5.95836,10.6928,5.96736,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,13.0241,50.3697,16.3509,13.2783,29.8093,11.9282,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,0.188727,7.8892,0.942557,0.725566,0.567446,0.475755,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,1.96285,18.6995,0.604041,4.72582,3.51349,1.87635,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,4.71839,32.3119,6.72262,23.8458,19.5386,5.04298,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,2.31637,20.3794,24.8602,35.2166,0.853636,0.701863,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,1.07339,7.78464,5.46161,11.0319,2.11298,1.56946,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,0.632164,10.8584,1.28902,3.28665,0.657082,0.34532,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,0.176477,10.9598,3.82749,2.2095,10.404,3.27138,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,42.2793,147.093,56.2439,49.5943,37.9175,31.9979,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,0.892238,13.1836,0.758529,11.351,0.7869,0.83368,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,1.2184,21.6354,8.30112,7.36864,5.04696,3.11372,0.0,0.0,0.0,0.0,0.0,0.0,0.0
